,Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,Penalty_Kicks_Made,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG.1,GA,SoTA,Saves,Save%,PK_Save%,CS,CS%,Sh,SoT,SoT%,G/Sh,Dist,Cmp,Att,Cmp%,TotDist,PrgDist,xA,Tkl,Challenges_Tkl,TklW,Tkl%,Int,Tkl+Int,Clr,Err,Won,Lost,Won%,Season,Team,Competition
14,Patric,es ESP,DF,29,26,22,1912.0,21.2,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.1,0.1,0.0,0.01,,,,,,,,2.0,1.0,50.0,0.0,21.9,1239.0,1387.0,89.3,25462.0,8312.0,0.2,20.0,12.0,12.0,66.7,16.0,34.0,61.0,2.0,12.0,27.0,30.8,2022-2023,Lazio,Seria A
15,Toma Bašić,hr CRO,MF,25,32,9,909.0,10.1,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,2.1,2.1,0.6,0.21,,,,,,,,17.0,5.0,29.4,0.06,20.0,362.0,492.0,73.6,5356.0,1131.0,0.5,13.0,4.0,10.0,33.3,11.0,24.0,14.0,0.0,19.0,10.0,65.5,2022-2023,Lazio,Seria A
16,Marcos Antônio,br BRA,MF,22,22,9,771.0,8.6,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,1.2,1.2,0.3,0.15,,,,,,,,5.0,1.0,20.0,0.2,19.6,509.0,557.0,91.4,7576.0,1947.0,0.4,12.0,10.0,9.0,43.5,11.0,23.0,18.0,0.0,0.0,4.0,0.0,2022-2023,Lazio,Seria A
17,Mario Gila,es ESP,DF,21,12,7,767.0,8.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.01,,,,,,,,1.0,0.0,0.0,0.0,9.4,536.0,588.0,91.2,9985.0,3518.0,0.0,16.0,9.0,9.0,64.3,12.0,28.0,28.0,1.0,7.0,11.0,38.9,2022-2023,Lazio,Seria A
18,Matteo Cancellieri,it ITA,FW,20,30,4,625.0,6.9,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.9,0.9,0.4,0.13,,,,,,,,12.0,2.0,16.7,0.0,18.2,122.0,172.0,70.9,1620.0,255.0,0.4,22.0,11.0,9.0,50.0,2.0,24.0,3.0,0.0,8.0,9.0,47.1,2022-2023,Lazio,Seria A
19,Luís Maximiano,pt POR,GK,23,6,6,455.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,8.0,5.0,62.5,,3.0,60.0,0.0,0.0,,,,107.0,137.0,78.1,2949.0,2218.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2022-2023,Lazio,Seria A
20,Luka Romero,ar ARG,FW,17,12,2,282.0,3.1,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,1.4,1.4,0.1,0.45,,,,,,,,9.0,1.0,11.1,0.11,15.1,116.0,132.0,87.9,1366.0,208.0,0.1,4.0,2.0,3.0,28.6,7.0,11.0,1.0,0.0,5.0,3.0,62.5,2022-2023,Lazio,Seria A
21,Luca Pellegrini,it ITA,DF,23,8,2,248.0,2.8,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.1,0.1,0.2,0.03,,,,,,,,4.0,1.0,25.0,0.0,26.1,166.0,205.0,81.0,2894.0,881.0,0.3,1.0,1.0,0.0,14.3,7.0,8.0,6.0,0.0,4.0,7.0,36.4,2022-2023,Lazio,Seria A
22,Ștefan Radu,ro ROU,FW,35,3,1,68.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,,,,62.0,72.0,86.1,939.0,372.0,0.0,1.0,0.0,0.0,,2.0,3.0,1.0,0.0,0.0,1.0,0.0,2022-2023,Lazio,Seria A
23,Marco Bertini,it ITA,MF,19,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2022-2023,Lazio,Seria A
