,Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,Penalty_Kicks_Made,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG.1,GA,SoTA,Saves,Save%,PK_Save%,CS,CS%,Sh,SoT,SoT%,G/Sh,Dist,Cmp,Att,Cmp%,TotDist,PrgDist,xA,Tkl,Challenges_Tkl,TklW,Tkl%,Int,Tkl+Int,Clr,Err,Won,Lost,Won%,Season,Team,Competition
6,Mark Uth,de GER,"MF,FW",29.0,30,24,2025.0,22.5,5.0,8.0,13.0,5.0,0.0,0.0,3.0,0.0,5.2,5.2,6.8,0.23,,,,,,,,70.0,20.0,28.6,0.07,18.0,520.0,759.0,68.5,9735.0,2856.0,6.3,32.0,15.0,20.0,30.6,14.0,46.0,13.0,0.0,22.0,31.0,41.5,2021-2022,Koln,Bundesliga
7,Dejan Ljubicic,at AUT,"MF,FW",23.0,30,22,1969.0,21.9,3.0,1.0,4.0,3.0,0.0,0.0,4.0,0.0,1.8,1.8,2.7,0.08,,,,,,,,29.0,7.0,24.1,0.1,20.1,495.0,717.0,69.0,8053.0,2634.0,3.8,33.0,13.0,19.0,26.5,15.0,48.0,11.0,0.0,12.0,26.0,31.6,2021-2022,Koln,Bundesliga
8,Marvin Schwäbe,de GER,GK,26.0,21,21,1890.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,28.0,98.0,70.0,71.4,100.0,3.0,14.3,0.0,0.0,,,,829.0,1001.0,82.8,20830.0,13852.0,0.0,0.0,0.0,0.0,,0.0,0.0,8.0,1.0,4.0,1.0,80.0,2021-2022,Koln,Bundesliga
9,Ellyes Skhiri,tn TUN,MF,26.0,22,20,1820.0,20.2,4.0,1.0,5.0,4.0,0.0,0.0,3.0,0.0,3.2,3.2,0.9,0.16,,,,,,,,23.0,8.0,34.8,0.17,16.2,805.0,958.0,84.0,14195.0,4499.0,1.5,55.0,22.0,33.0,53.7,37.0,92.0,35.0,1.0,34.0,23.0,59.6,2021-2022,Koln,Bundesliga
10,Timo Hübers,de GER,DF,25.0,20,20,1740.0,19.3,1.0,0.0,1.0,1.0,0.0,0.0,7.0,0.0,1.3,1.3,0.0,0.07,,,,,,,,10.0,3.0,30.0,0.1,10.8,1043.0,1259.0,82.8,21857.0,7437.0,0.2,45.0,27.0,27.0,60.0,52.0,97.0,95.0,0.0,51.0,38.0,57.3,2021-2022,Koln,Bundesliga
11,Ondrej Duda,sk SVK,"MF,FW",26.0,31,20,1611.0,17.9,2.0,0.0,2.0,2.0,0.0,0.0,5.0,0.0,3.9,3.9,2.2,0.22,,,,,,,,42.0,14.0,33.3,0.05,19.8,491.0,678.0,72.4,8134.0,2310.0,2.1,23.0,6.0,16.0,26.1,17.0,40.0,9.0,0.0,16.0,21.0,43.2,2021-2022,Koln,Bundesliga
12,Rafael Czichos,de GER,DF,31.0,17,16,1402.0,15.6,0.0,1.0,1.0,0.0,0.0,0.0,4.0,0.0,0.1,0.1,0.4,0.01,,,,,,,,2.0,0.0,0.0,0.0,6.7,879.0,1080.0,81.4,19534.0,8172.0,0.5,29.0,14.0,18.0,50.0,19.0,48.0,53.0,2.0,43.0,37.0,53.8,2021-2022,Koln,Bundesliga
13,Sebastian Andersson,se SWE,FW,30.0,26,13,1257.0,14.0,3.0,1.0,4.0,3.0,0.0,0.0,3.0,0.0,4.5,4.5,1.0,0.32,,,,,,,,35.0,12.0,34.3,0.09,11.8,147.0,234.0,62.8,1595.0,243.0,0.9,11.0,3.0,7.0,33.3,3.0,14.0,14.0,0.0,53.0,60.0,46.9,2021-2022,Koln,Bundesliga
14,Timo Horn,de GER,GK,28.0,13,13,1170.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.0,56.0,36.0,62.5,,1.0,7.7,0.0,0.0,,,,408.0,519.0,78.6,11271.0,7762.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,3.0,0.0,100.0,2021-2022,Koln,Bundesliga
15,Jan Thielmann,de GER,"MF,FW",19.0,29,10,1192.0,13.2,3.0,3.0,6.0,3.0,0.0,0.0,6.0,0.0,1.4,1.4,2.2,0.1,,,,,,,,15.0,6.0,40.0,0.2,22.9,232.0,404.0,57.4,4116.0,1312.0,2.1,24.0,8.0,16.0,34.8,10.0,34.0,11.0,0.0,21.0,30.0,41.2,2021-2022,Koln,Bundesliga
16,Kingsley Ehizibue,nl NED,DF,26.0,16,6,681.0,7.6,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,1.0,0.03,,,,,,,,6.0,0.0,0.0,0.0,24.9,248.0,364.0,68.1,4515.0,1989.0,0.7,32.0,15.0,18.0,62.5,9.0,41.0,26.0,0.0,13.0,5.0,72.2,2021-2022,Koln,Bundesliga
17,Louis Schaub,at AUT,"MF,FW",26.0,28,6,654.0,7.3,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,1.3,1.3,1.2,0.17,,,,,,,,14.0,2.0,14.3,0.07,16.7,205.0,320.0,64.1,3270.0,999.0,1.0,16.0,11.0,10.0,55.0,3.0,19.0,3.0,0.0,3.0,13.0,18.8,2021-2022,Koln,Bundesliga
18,Jorge Meré,es ESP,DF,24.0,8,5,490.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,,,,255.0,305.0,83.6,5548.0,1771.0,0.1,9.0,4.0,6.0,57.1,10.0,19.0,19.0,0.0,14.0,11.0,56.0,2021-2022,Koln,Bundesliga
19,Jannes Horn,de GER,DF,24.0,11,3,478.0,5.3,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.5,0.01,,,,,,,,3.0,1.0,33.3,0.0,24.7,217.0,305.0,71.1,3700.0,1399.0,0.8,6.0,4.0,4.0,50.0,3.0,9.0,9.0,0.0,8.0,7.0,53.3,2021-2022,Koln,Bundesliga
20,Julian Chabot,de GER,DF,23.0,4,2,209.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,,,,124.0,158.0,78.5,2552.0,857.0,0.1,8.0,2.0,3.0,40.0,3.0,11.0,5.0,1.0,9.0,10.0,47.4,2021-2022,Koln,Bundesliga
21,Kingsley Schindler,gh GHA,"DF,FW",28.0,18,1,349.0,3.9,1.0,2.0,3.0,1.0,0.0,0.0,1.0,0.0,0.4,0.4,1.1,0.09,,,,,,,,3.0,1.0,33.3,0.33,16.5,103.0,196.0,52.6,1867.0,870.0,1.4,1.0,1.0,0.0,20.0,5.0,6.0,5.0,0.0,7.0,5.0,58.3,2021-2022,Koln,Bundesliga
22,Tim Lemperle,de GER,"FW,MF",19.0,13,0,149.0,1.7,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.4,1.4,0.7,0.87,,,,,,,,7.0,3.0,42.9,0.29,10.3,39.0,61.0,63.9,530.0,121.0,0.6,4.0,1.0,1.0,33.3,2.0,6.0,2.0,0.0,5.0,10.0,33.3,2021-2022,Koln,Bundesliga
23,Tomáš Ostrák,cz CZE,"MF,FW",21.0,5,0,31.0,0.3,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.06,,,,,,,,2.0,0.0,0.0,0.0,16.0,10.0,15.0,66.7,164.0,84.0,0.6,1.0,1.0,0.0,33.3,1.0,2.0,0.0,0.0,0.0,0.0,,2021-2022,Koln,Bundesliga
24,Mathias Olesen,lu LUX,"MF,FW",20.0,3,0,17.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,,,,,,,,0.0,0.0,,,,10.0,14.0,71.4,103.0,45.0,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,0.0,0.0,,2021-2022,Koln,Bundesliga
25,Noah Katterbach,de GER,DF,20.0,1,0,16.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,,,,6.0,12.0,50.0,70.0,41.0,0.0,1.0,1.0,1.0,100.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2021-2022,Koln,Bundesliga
26,Bright Arrey-Mbi,de GER,DF,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-2022,Koln,Bundesliga
27,Niklas Hauptmann,de GER,MF,25.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-2022,Koln,Bundesliga
28,Matthias Köbbing,de GER,GK,24.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-2022,Koln,Bundesliga
29,Marvin Obuz,de GER,MF,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-2022,Koln,Bundesliga
30,Jonas Urbig,de GER,GK,17.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-2022,Koln,Bundesliga
0,Silvan Widmer,ch SUI,DF,28.0,33,33,2920.0,32.4,4.0,5.0,9.0,4.0,0.0,0.0,1.0,0.0,2.4,2.4,3.0,0.07,,,,,,,,22.0,8.0,36.4,0.18,16.2,1060.0,1502.0,70.6,17087.0,7457.0,3.2,60.0,36.0,28.0,59.0,43.0,103.0,59.0,2.0,34.0,38.0,47.2,2021-2022,Mainz 05,Bundesliga
1,Stefan Bell,de GER,DF,29.0,33,33,2864.0,31.8,2.0,0.0,2.0,2.0,0.0,0.0,9.0,0.0,1.7,1.7,1.4,0.05,,,,,,,,22.0,5.0,22.7,0.09,10.2,1180.0,1545.0,76.4,21345.0,9558.0,1.0,54.0,30.0,23.0,47.6,41.0,95.0,112.0,1.0,107.0,58.0,64.8,2021-2022,Mainz 05,Bundesliga
2,Robin Zentner,de GER,GK,26.0,32,32,2880.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,42.0,120.0,78.0,68.3,20.0,10.0,31.3,0.0,0.0,,,,698.0,1008.0,69.2,18451.0,12740.0,0.1,2.0,2.0,2.0,100.0,2.0,4.0,21.0,1.0,9.0,2.0,81.8,2021-2022,Mainz 05,Bundesliga
3,Jonathan Burkardt,de GER,"FW,MF",21.0,34,32,2611.0,29.0,11.0,3.0,14.0,10.0,1.0,1.0,0.0,0.0,12.8,12.0,2.7,0.42,,,,,,,,78.0,33.0,42.3,0.13,14.4,399.0,602.0,66.3,5907.0,1265.0,2.4,17.0,6.0,8.0,24.0,8.0,25.0,16.0,0.0,36.0,81.0,30.8,2021-2022,Mainz 05,Bundesliga
4,Moussa Niakhate,sn SEN,DF,25.0,30,29,2567.0,28.5,4.0,0.0,4.0,2.0,2.0,2.0,1.0,0.0,3.9,2.3,0.5,0.08,,,,,,,,10.0,3.0,30.0,0.2,15.1,1206.0,1611.0,74.9,22233.0,10148.0,1.3,40.0,20.0,23.0,60.6,50.0,90.0,69.0,1.0,56.0,27.0,67.5,2021-2022,Mainz 05,Bundesliga
5,Karim Onisiwo,at AUT,FW,29.0,31,28,2361.0,26.2,5.0,8.0,13.0,5.0,0.0,0.0,0.0,0.0,8.2,8.2,6.6,0.31,,,,,,,,65.0,19.0,29.2,0.08,13.6,333.0,567.0,58.7,4743.0,1305.0,4.7,18.0,7.0,10.0,31.8,7.0,25.0,8.0,0.0,58.0,88.0,39.7,2021-2022,Mainz 05,Bundesliga
6,Aarón Martín,es ESP,DF,24.0,28,25,2292.0,25.5,1.0,1.0,2.0,1.0,0.0,0.0,7.0,0.0,1.0,1.0,5.0,0.04,,,,,,,,18.0,5.0,27.8,0.06,21.5,768.0,1126.0,68.2,13643.0,5220.0,4.8,54.0,24.0,33.0,43.6,20.0,74.0,35.0,0.0,12.0,15.0,44.4,2021-2022,Mainz 05,Bundesliga
7,Alexander Hack,de GER,DF,27.0,28,24,2074.0,23.0,3.0,1.0,4.0,3.0,0.0,0.0,6.0,1.0,2.8,2.8,1.2,0.12,,,,,,,,23.0,5.0,21.7,0.13,16.4,895.0,1135.0,78.9,17415.0,8428.0,0.9,52.0,29.0,26.0,63.0,51.0,103.0,95.0,1.0,67.0,47.0,58.8,2021-2022,Mainz 05,Bundesliga
8,Anton Stach,de GER,MF,22.0,29,20,1861.0,20.7,1.0,6.0,7.0,1.0,0.0,0.0,6.0,0.0,2.1,2.1,4.5,0.1,,,,,,,,49.0,12.0,24.5,0.02,25.6,671.0,955.0,70.3,10929.0,3639.0,4.4,28.0,15.0,19.0,39.5,51.0,79.0,25.0,0.0,52.0,20.0,72.2,2021-2022,Mainz 05,Bundesliga
9,Leandro Barreiro Martins,lu LUX,MF,21.0,31,20,1789.0,19.9,1.0,2.0,3.0,1.0,0.0,0.0,3.0,0.0,2.5,2.5,2.7,0.12,,,,,,,,32.0,10.0,31.3,0.03,19.5,375.0,536.0,70.0,5457.0,1742.0,1.6,63.0,29.0,32.0,58.0,32.0,95.0,23.0,0.0,25.0,27.0,48.1,2021-2022,Mainz 05,Bundesliga
10,Jean-Paul Boëtius,nl NED,MF,27.0,33,19,1800.0,20.0,2.0,2.0,4.0,2.0,0.0,0.0,3.0,0.0,1.0,1.0,2.7,0.05,,,,,,,,24.0,8.0,33.3,0.08,24.4,695.0,937.0,74.2,12816.0,4803.0,2.8,40.0,22.0,23.0,41.5,25.0,65.0,11.0,0.0,7.0,23.0,23.3,2021-2022,Mainz 05,Bundesliga
11,Dominik Kohr,de GER,MF,27.0,22,19,1614.0,17.9,0.0,3.0,3.0,0.0,0.0,0.0,10.0,2.0,1.3,1.3,1.2,0.07,,,,,,,,18.0,2.0,11.1,0.0,20.6,621.0,840.0,73.9,9904.0,3316.0,1.2,40.0,16.0,20.0,38.1,35.0,75.0,22.0,0.0,26.0,18.0,59.1,2021-2022,Mainz 05,Bundesliga
12,Lee Jae-sung,kr KOR,"MF,FW",28.0,27,19,1436.0,16.0,4.0,3.0,7.0,4.0,0.0,0.0,3.0,0.0,3.2,3.2,1.6,0.2,,,,,,,,26.0,10.0,38.5,0.15,16.7,466.0,647.0,72.0,6858.0,1951.0,2.5,30.0,6.0,12.0,22.2,18.0,48.0,18.0,0.0,35.0,35.0,50.0,2021-2022,Mainz 05,Bundesliga
13,Anderson Lucoqui,ao ANG,DF,24.0,13,9,743.0,8.3,1.0,0.0,1.0,1.0,0.0,0.0,2.0,0.0,0.7,0.7,0.3,0.09,,,,,,,,8.0,4.0,50.0,0.13,18.7,147.0,246.0,59.8,2438.0,1085.0,0.3,22.0,11.0,10.0,50.0,11.0,33.0,10.0,0.0,7.0,5.0,58.3,2021-2022,Mainz 05,Bundesliga
14,Jerry St. Juste,nl NED,DF,24.0,8,7,604.0,6.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.8,0.8,0.1,0.11,,,,,,,,12.0,3.0,25.0,0.08,17.7,228.0,296.0,77.0,4410.0,1772.0,0.2,13.0,7.0,9.0,87.5,14.0,27.0,14.0,0.0,24.0,15.0,61.5,2021-2022,Mainz 05,Bundesliga
15,Marcus Ingvartsen,dk DEN,"FW,MF",25.0,26,6,680.0,7.6,6.0,0.0,6.0,5.0,1.0,1.0,2.0,0.0,3.3,2.5,0.4,0.33,,,,,,,,24.0,11.0,45.8,0.21,18.3,148.0,217.0,68.2,2050.0,475.0,0.7,3.0,3.0,2.0,33.3,6.0,9.0,7.0,1.0,17.0,31.0,35.4,2021-2022,Mainz 05,Bundesliga
16,Niklas Tauer,de GER,"DF,MF",20.0,11,6,487.0,5.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.3,0.3,0.0,0.06,,,,,,,,2.0,2.0,100.0,0.0,20.0,146.0,199.0,73.4,2343.0,884.0,0.1,16.0,9.0,9.0,64.3,9.0,25.0,14.0,0.0,8.0,13.0,38.1,2021-2022,Mainz 05,Bundesliga
17,Daniel Brosinski,de GER,DF,33.0,11,4,390.0,4.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6,0.0,,,,,,,,1.0,0.0,0.0,0.0,38.7,160.0,243.0,65.8,2871.0,1634.0,0.6,2.0,1.0,1.0,100.0,3.0,5.0,9.0,0.0,6.0,3.0,66.7,2021-2022,Mainz 05,Bundesliga
18,David Nemeth,at AUT,DF,20.0,6,2,311.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,,,,146.0,174.0,83.9,2446.0,842.0,0.0,3.0,1.0,2.0,33.3,6.0,9.0,11.0,1.0,10.0,7.0,58.8,2021-2022,Mainz 05,Bundesliga
19,Ádám Szalai,hu HUN,FW,33.0,12,2,260.0,2.9,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,1.3,1.3,0.5,0.46,,,,,,,,9.0,3.0,33.3,0.11,13.2,40.0,77.0,51.9,439.0,71.0,0.3,3.0,0.0,2.0,0.0,0.0,3.0,0.0,0.0,8.0,11.0,42.1,2021-2022,Mainz 05,Bundesliga
20,Paul Nebel,de GER,"MF,FW",18.0,10,2,228.0,2.5,0.0,1.0,1.0,0.0,0.0,0.0,3.0,0.0,0.5,0.5,0.3,0.19,,,,,,,,3.0,1.0,33.3,0.0,11.5,60.0,97.0,61.9,783.0,178.0,0.5,5.0,2.0,3.0,66.7,0.0,5.0,1.0,0.0,0.0,9.0,0.0,2021-2022,Mainz 05,Bundesliga
21,Finn Dahmen,de GER,GK,23.0,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,5.0,2.0,60.0,0.0,0.0,0.0,0.0,0.0,,,,66.0,79.0,83.5,1374.0,725.0,0.0,0.0,0.0,0.0,,0.0,0.0,2.0,0.0,0.0,0.0,,2021-2022,Mainz 05,Bundesliga
22,Kevin Stöger,at AUT,MF,27.0,23,1,419.0,4.7,1.0,1.0,2.0,1.0,0.0,0.0,3.0,0.0,1.4,1.4,1.1,0.29,,,,,,,,16.0,6.0,37.5,0.06,21.4,244.0,329.0,74.2,4075.0,1612.0,2.4,10.0,4.0,5.0,40.0,5.0,15.0,1.0,1.0,2.0,2.0,50.0,2021-2022,Mainz 05,Bundesliga
23,Matondo-Merveille Papela,de GER,MF,20.0,5,0,83.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,,,,,,,,1.0,0.0,0.0,0.0,30.0,17.0,24.0,70.8,273.0,53.0,0.0,3.0,2.0,2.0,66.7,2.0,5.0,0.0,0.0,0.0,2.0,0.0,2021-2022,Mainz 05,Bundesliga
24,Delano Burgzorg,nl NED,MF,22.0,3,0,27.0,0.3,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.85,,,,,,,,2.0,1.0,50.0,0.5,12.1,3.0,3.0,100.0,17.0,4.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,2021-2022,Mainz 05,Bundesliga
25,Stephan Fürstner,de GER,MF,33.0,1,0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,,,,1.0,4.0,25.0,14.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,,2021-2022,Mainz 05,Bundesliga
26,Luca Kilian,de GER,FW,21.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,,,,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2021-2022,Mainz 05,Bundesliga
27,Romario Rösch,de GER,MF,22.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,0.0,0.0,,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2021-2022,Mainz 05,Bundesliga
28,Ben Bobzien,de GER,FW,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-2022,Mainz 05,Bundesliga
29,Kaito Mizuta,jp JPN,FW,21.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-2022,Mainz 05,Bundesliga
30,Lasse Rieß,de GER,GK,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-2022,Mainz 05,Bundesliga
31,Timothé Rupil,lu LUX,MF,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-2022,Mainz 05,Bundesliga
32,Eniss Shabani,al ALB,MF,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-2022,Mainz 05,Bundesliga
0,Oliver Baumann,de GER,GK,31.0,33,33,2970.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,57.0,155.0,98.0,64.5,33.3,8.0,24.2,0.0,0.0,,,,1225.0,1523.0,80.4,28367.0,18814.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,19.0,1.0,9.0,0.0,100.0,2021-2022,Hoffenheim,Bundesliga
1,David Raum,de GER,"DF,FW",23.0,32,31,2757.0,30.6,3.0,11.0,14.0,3.0,0.0,0.0,5.0,0.0,1.7,1.7,11.4,0.05,,,,,,,,25.0,8.0,32.0,0.12,19.8,1463.0,2003.0,73.0,25583.0,9807.0,13.9,52.0,30.0,29.0,46.9,27.0,79.0,39.0,1.0,28.0,36.0,43.8,2021-2022,Hoffenheim,Bundesliga
2,Andrej Kramarić,hr CRO,"FW,MF",30.0,32,30,2707.0,30.1,6.0,9.0,15.0,6.0,0.0,0.0,2.0,0.0,12.6,12.6,8.0,0.42,,,,,,,,93.0,35.0,37.6,0.06,15.8,829.0,1064.0,77.9,12200.0,2869.0,7.4,8.0,7.0,4.0,41.2,9.0,17.0,7.0,1.0,14.0,23.0,37.8,2021-2022,Hoffenheim,Bundesliga
3,Kevin Vogt,de GER,DF,29.0,30,29,2569.0,28.5,0.0,2.0,2.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.3,0.0,,,,,,,,3.0,0.0,0.0,0.0,30.6,1920.0,2183.0,88.0,39174.0,15815.0,0.8,21.0,11.0,12.0,52.4,13.0,34.0,101.0,1.0,24.0,23.0,51.1,2021-2022,Hoffenheim,Bundesliga
4,Stefan Posch,at AUT,DF,24.0,28,26,2199.0,24.4,2.0,0.0,2.0,2.0,0.0,0.0,5.0,0.0,1.1,1.1,0.7,0.04,,,,,,,,14.0,7.0,50.0,0.14,19.5,1134.0,1416.0,80.1,20426.0,7669.0,0.7,48.0,22.0,30.0,56.4,28.0,76.0,71.0,2.0,40.0,59.0,40.4,2021-2022,Hoffenheim,Bundesliga
5,Ihlas Bebou,tg TOG,"FW,DF",27.0,28,25,2091.0,23.2,7.0,2.0,9.0,7.0,0.0,0.0,0.0,0.0,9.4,9.4,1.6,0.41,,,,,,,,46.0,14.0,30.4,0.15,11.8,431.0,629.0,68.5,6005.0,1947.0,2.5,22.0,7.0,14.0,33.3,12.0,34.0,25.0,0.0,37.0,77.0,32.5,2021-2022,Hoffenheim,Bundesliga
6,Christoph Baumgartner,at AUT,"MF,FW",21.0,29,23,1888.0,21.0,7.0,2.0,9.0,7.0,0.0,0.0,5.0,0.0,7.0,7.0,3.7,0.33,,,,,,,,42.0,17.0,40.5,0.17,13.5,514.0,729.0,70.5,8091.0,2264.0,2.9,28.0,13.0,15.0,40.6,8.0,36.0,16.0,0.0,37.0,49.0,43.0,2021-2022,Hoffenheim,Bundesliga
7,Diadie Samassékou,ml MLI,MF,25.0,24,21,1655.0,18.4,2.0,0.0,2.0,2.0,0.0,0.0,7.0,0.0,1.1,1.1,1.0,0.06,,,,,,,,15.0,4.0,26.7,0.13,17.4,572.0,720.0,79.4,9369.0,2494.0,1.1,41.0,21.0,26.0,47.7,28.0,69.0,26.0,0.0,32.0,23.0,58.2,2021-2022,Hoffenheim,Bundesliga
8,Kevin Akpoguma,ng NGA,"DF,FW",26.0,26,19,1527.0,17.0,2.0,2.0,4.0,2.0,0.0,0.0,5.0,0.0,1.2,1.2,2.6,0.07,,,,,,,,12.0,4.0,33.3,0.17,12.8,691.0,917.0,75.4,11479.0,4667.0,2.0,33.0,16.0,19.0,57.1,20.0,53.0,29.0,2.0,17.0,20.0,45.9,2021-2022,Hoffenheim,Bundesliga
9,Angelo Stiller,de GER,MF,20.0,26,18,1693.0,18.8,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,1.1,1.1,1.2,0.06,,,,,,,,15.0,4.0,26.7,0.13,17.6,798.0,968.0,82.4,12339.0,3797.0,1.8,30.0,9.0,17.0,39.1,9.0,39.0,16.0,2.0,26.0,26.0,50.0,2021-2022,Hoffenheim,Bundesliga
10,Dennis Geiger,de GER,MF,23.0,20,17,1377.0,15.3,2.0,2.0,4.0,2.0,0.0,0.0,6.0,0.0,0.9,0.9,2.2,0.06,,,,,,,,14.0,2.0,14.3,0.14,20.4,645.0,785.0,82.2,11880.0,3471.0,2.5,34.0,17.0,23.0,56.7,14.0,48.0,7.0,1.0,0.0,6.0,0.0,2021-2022,Hoffenheim,Bundesliga
11,Moanes Dabbur,il ISR,"FW,MF",29.0,27,17,1310.0,14.6,3.0,4.0,7.0,3.0,0.0,0.0,5.0,0.0,4.5,4.5,2.4,0.31,,,,,,,,33.0,9.0,27.3,0.09,12.4,365.0,497.0,73.4,5049.0,1368.0,3.2,18.0,4.0,10.0,23.5,5.0,23.0,4.0,0.0,18.0,25.0,41.9,2021-2022,Hoffenheim,Bundesliga
12,Florian Grillitsch,at AUT,"DF,MF",25.0,18,16,1496.0,16.6,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.6,0.6,0.5,0.03,,,,,,,,8.0,2.0,25.0,0.0,26.0,940.0,1062.0,88.5,19549.0,7333.0,1.2,37.0,17.0,19.0,54.8,29.0,66.0,36.0,1.0,23.0,26.0,46.9,2021-2022,Hoffenheim,Bundesliga
13,Pavel Kadeřábek,cz CZE,"DF,MF",29.0,19,14,1195.0,13.3,1.0,2.0,3.0,1.0,0.0,0.0,5.0,0.0,2.3,2.3,2.9,0.18,,,,,,,,11.0,2.0,18.2,0.09,10.2,501.0,690.0,72.6,8055.0,2944.0,3.6,11.0,5.0,10.0,31.3,13.0,24.0,22.0,0.0,40.0,28.0,58.8,2021-2022,Hoffenheim,Bundesliga
14,Georginio Rutter,fr FRA,"FW,MF",19.0,33,13,1611.0,17.9,8.0,2.0,10.0,8.0,0.0,0.0,2.0,0.0,7.0,7.0,4.2,0.39,,,,,,,,52.0,21.0,40.4,0.15,13.9,198.0,319.0,62.1,2950.0,756.0,2.9,18.0,6.0,13.0,35.3,6.0,24.0,11.0,1.0,40.0,46.0,46.5,2021-2022,Hoffenheim,Bundesliga
15,Chris Richards,us USA,DF,21.0,19,13,1304.0,14.5,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.2,1.2,0.4,0.08,,,,,,,,9.0,1.0,11.1,0.11,8.1,829.0,984.0,84.2,14667.0,4710.0,0.9,26.0,11.0,15.0,61.1,22.0,48.0,50.0,1.0,56.0,38.0,59.6,2021-2022,Hoffenheim,Bundesliga
