,Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,GA,SoTA,Saves,Save%,Save%,CS,CS%,Sh,SoT,SoT%,G/Sh,Dist,Cmp,Cmp,Cmp,Cmp,Att,Att,Att,Att,Cmp%,Cmp%,Cmp%,Cmp%,TotDist,PrgDist,xA,Tkl,Tkl,TklW,Tkl%,Int,Tkl+Int,Clr,Err,Won,Lost,Won%,Season,Team,Competition
22,Julian Pollersbeck,de GER,GK,26.0,6,4,436.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,6.0,25.0,19.0,92.0,0.0,1.0,25.0,0.0,0.0,,,,149.0,41.0,81.0,27.0,174.0,41.0,81.0,52.0,85.6,100.0,100.0,51.9,3354.0,2336.0,0.0,0.0,0.0,0.0,,1.0,1.0,1.0,0.0,0.0,0.0,,2021-2022,Lyon,Ligue 1
23,Tino Kadewere,zw ZIM,FW,25.0,15,3,506.0,5.6,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,2.5,2.5,1.1,3.6,12.0,14.0,48.0,0.18,0.0,0.18,0.18,0.18,0.45,0.2,0.64,0.45,0.64,Matches,,,,,,,,18.0,7.0,38.9,0.06,13.1,133.0,88.0,35.0,3.0,164.0,95.0,47.0,6.0,81.1,92.6,74.5,50.0,1723.0,361.0,0.8,7.0,4.0,5.0,30.8,4.0,11.0,1.0,1.0,6.0,12.0,33.3,2021-2022,Lyon,Ligue 1
24,Rayan Cherki,fr FRA,"FW,MF",17.0,16,3,440.0,4.9,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,0.7,1.3,30.0,23.0,51.0,0.0,0.2,0.2,0.0,0.2,0.12,0.15,0.27,0.12,0.27,Matches,,,,,,,,14.0,3.0,21.4,0.0,21.2,196.0,122.0,53.0,15.0,262.0,142.0,66.0,37.0,74.8,85.9,80.3,40.5,2933.0,766.0,0.7,6.0,4.0,2.0,44.4,1.0,7.0,0.0,0.0,1.0,4.0,20.0,2021-2022,Lyon,Ligue 1
25,Bradley Barcola,fr FRA,"FW,MF",18.0,11,2,263.0,2.9,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.6,1.0,9.0,9.0,27.0,0.0,0.34,0.34,0.0,0.34,0.11,0.22,0.33,0.11,0.33,Matches,,,,,,,,5.0,2.0,40.0,0.0,13.0,57.0,38.0,13.0,2.0,81.0,49.0,22.0,3.0,70.4,77.6,59.1,66.7,759.0,237.0,1.0,7.0,1.0,4.0,12.5,2.0,9.0,1.0,0.0,5.0,5.0,50.0,2021-2022,Lyon,Ligue 1
26,Marcelo,br BRA,DF,34.0,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,11.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches,,,,,,,,2.0,0.0,0.0,0.0,15.3,152.0,49.0,94.0,8.0,168.0,54.0,101.0,10.0,90.5,90.7,93.1,80.0,2765.0,843.0,0.0,4.0,4.0,3.0,66.7,4.0,8.0,10.0,0.0,14.0,6.0,70.0,2021-2022,Lyon,Ligue 1
27,Jeff Reine-Adélaïde,fr FRA,"MF,DF",23.0,10,1,198.0,2.2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.9,1.1,7.0,16.0,15.0,0.0,0.45,0.45,0.0,0.45,0.08,0.42,0.5,0.08,0.5,Matches,,,,,,,,3.0,1.0,33.3,0.0,22.5,139.0,66.0,52.0,9.0,167.0,74.0,59.0,16.0,83.2,89.2,88.1,56.3,2125.0,627.0,0.8,5.0,4.0,3.0,80.0,0.0,5.0,0.0,1.0,0.0,2.0,0.0,2021-2022,Lyon,Ligue 1
28,Maxwel Cornet,ci CIV,DF,24.0,1,1,63.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,Matches,,,,,,,,0.0,0.0,,,,33.0,17.0,13.0,2.0,40.0,18.0,15.0,5.0,82.5,94.4,86.7,40.0,497.0,139.0,0.1,3.0,3.0,1.0,75.0,1.0,4.0,1.0,0.0,0.0,1.0,0.0,2021-2022,Lyon,Ligue 1
29,Habib Keita,ml MLI,"MF,FW",19.0,3,0,7.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.07,0.0,2.07,2.07,2.07,Matches,,,,,,,,2.0,2.0,100.0,0.0,19.3,6.0,3.0,1.0,1.0,6.0,3.0,1.0,1.0,100.0,100.0,100.0,100.0,91.0,17.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2021-2022,Lyon,Ligue 1
30,Malcolm Barcola,tg TOG,GK,22.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-2022,Lyon,Ligue 1
31,Noam Bonnet,fr FRA,MF,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-2022,Lyon,Ligue 1
32,Kayne Bonnevie,fr FRA,GK,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-2022,Lyon,Ligue 1
33,Irvyn Lomami,fr FRA,DF,17.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-2022,Lyon,Ligue 1
34,Gael Nsombi,fr FRA,FW,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-2022,Lyon,Ligue 1
35,Florent da Silva,fr FRA,MF,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-2022,Lyon,Ligue 1
36,Madyan Sounni,fr FRA,FW,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-2022,Lyon,Ligue 1
37,Squad Total,,,25.6,38,418,3420.0,38.0,64.0,45.0,109.0,56.0,8.0,8.0,65.0,6.0,66.9,60.7,48.3,109.0,781.0,1756.0,1739.0,1.68,1.18,2.87,1.47,2.66,1.76,1.27,3.03,1.6,2.87,,51.0,173.0,124.0,74.6,12.5,9.0,23.7,546.0,192.0,35.2,0.1,17.1,19787.0,8987.0,8403.0,1780.0,23388.0,9961.0,9364.0,2835.0,84.6,90.2,89.7,62.8,340268.0,116719.0,50.8,632.0,279.0,367.0,45.4,396.0,1028.0,621.0,17.0,470.0,409.0,53.5,2021-2022,Lyon,Ligue 1
38,Opponent Total,,,26.0,38,418,3420.0,38.0,48.0,30.0,78.0,41.0,7.0,8.0,63.0,0.0,54.6,48.2,39.1,87.3,661.0,1321.0,1306.0,1.26,0.79,2.05,1.08,1.87,1.44,1.03,2.46,1.27,2.3,,66.0,200.0,136.0,71.0,0.0,5.0,13.2,456.0,165.0,36.2,0.09,17.9,12959.0,6027.0,4967.0,1446.0,16600.0,6920.0,5940.0,2577.0,78.1,87.1,83.6,56.1,227412.0,89776.0,32.7,733.0,325.0,403.0,39.9,485.0,1218.0,629.0,9.0,409.0,470.0,46.5,2021-2022,Lyon,Ligue 1
0,Alban Lafont,fr FRA,GK,22.0,38,38,3420.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,48.0,155.0,105.0,71.6,42.9,8.0,21.1,0.0,0.0,,,,684.0,86.0,296.0,301.0,1114.0,87.0,301.0,722.0,61.4,98.9,98.3,41.7,22491.0,18197.0,0.1,3.0,3.0,3.0,37.5,1.0,4.0,25.0,2.0,22.0,2.0,91.7,2021-2022,Nantes,Ligue 1
1,Andrei Girotto,br BRA,"DF,MF",29.0,36,36,3146.0,35.0,6.0,1.0,7.0,6.0,0.0,0.0,8.0,0.0,2.9,2.9,1.2,4.1,9.0,108.0,15.0,0.17,0.03,0.2,0.17,0.2,0.08,0.03,0.12,0.08,0.12,Matches,,,,,,,,45.0,10.0,22.2,0.13,16.1,1356.0,532.0,635.0,155.0,1676.0,612.0,740.0,257.0,80.9,86.9,85.8,60.3,25515.0,8979.0,0.6,85.0,52.0,52.0,50.5,69.0,154.0,143.0,0.0,106.0,64.0,62.4,2021-2022,Nantes,Ligue 1
2,Ludovic Blas,fr FRA,"MF,FW",23.0,35,35,2961.0,32.9,10.0,5.0,15.0,5.0,5.0,5.0,10.0,0.0,11.7,7.8,3.9,11.7,69.0,157.0,190.0,0.3,0.15,0.46,0.15,0.3,0.36,0.12,0.48,0.24,0.36,Matches,,,,,,,,85.0,32.0,37.6,0.06,20.6,833.0,354.0,333.0,129.0,1056.0,422.0,396.0,172.0,78.9,83.9,84.1,75.0,16142.0,3862.0,2.9,33.0,15.0,18.0,34.1,31.0,64.0,6.0,1.0,17.0,29.0,37.0,2021-2022,Nantes,Ligue 1
3,Randal Kolo Muani,fr FRA,"FW,MF",22.0,36,34,2948.0,32.8,12.0,4.0,16.0,12.0,0.0,0.0,2.0,0.0,10.7,10.7,4.4,15.0,81.0,28.0,206.0,0.37,0.12,0.49,0.37,0.49,0.33,0.13,0.46,0.33,0.46,Matches,,,,,,,,54.0,26.0,48.1,0.22,11.7,368.0,226.0,101.0,10.0,547.0,287.0,154.0,21.0,67.3,78.7,65.6,47.6,4703.0,778.0,3.3,28.0,10.0,14.0,40.0,6.0,34.0,31.0,0.0,66.0,110.0,37.5,2021-2022,Nantes,Ligue 1
4,Pedro Chirivella,es ESP,MF,24.0,31,31,2637.0,29.3,3.0,1.0,4.0,3.0,0.0,0.0,6.0,0.0,1.0,1.0,1.3,2.2,13.0,216.0,34.0,0.1,0.03,0.14,0.1,0.14,0.03,0.04,0.08,0.03,0.08,Matches,,,,,,,,21.0,6.0,28.6,0.14,21.2,1457.0,600.0,575.0,231.0,1719.0,651.0,630.0,351.0,84.8,92.2,91.3,65.8,27765.0,7406.0,1.4,49.0,25.0,31.0,35.7,37.0,86.0,11.0,0.0,9.0,12.0,42.9,2021-2022,Nantes,Ligue 1
5,Nicolas Pallois,fr FRA,DF,33.0,30,29,2447.0,27.2,1.0,0.0,1.0,1.0,0.0,0.0,8.0,1.0,0.4,0.4,0.1,0.5,16.0,72.0,7.0,0.04,0.0,0.04,0.04,0.04,0.02,0.0,0.02,0.02,0.02,Matches,,,,,,,,8.0,2.0,25.0,0.13,12.5,906.0,284.0,510.0,100.0,1139.0,330.0,589.0,189.0,79.5,86.1,86.6,52.9,17690.0,6162.0,0.3,51.0,34.0,33.0,57.6,53.0,104.0,116.0,1.0,45.0,25.0,64.3,2021-2022,Nantes,Ligue 1
6,Moses Simon,ng NGA,"FW,MF",26.0,30,29,2332.0,25.9,6.0,8.0,14.0,6.0,0.0,0.0,3.0,0.0,4.6,4.6,8.7,13.3,146.0,49.0,242.0,0.23,0.31,0.54,0.23,0.54,0.18,0.33,0.51,0.18,0.51,Matches,,,,,,,,42.0,16.0,38.1,0.14,15.9,521.0,287.0,162.0,49.0,829.0,347.0,255.0,147.0,62.8,82.7,63.5,33.3,8399.0,2425.0,7.6,17.0,11.0,11.0,47.8,12.0,29.0,5.0,0.0,15.0,22.0,40.5,2021-2022,Nantes,Ligue 1
7,Jean-Charles Castelletto,cm CMR,DF,26.0,28,28,2510.0,27.9,1.0,0.0,1.0,1.0,0.0,0.0,8.0,0.0,1.2,1.2,0.2,1.4,9.0,95.0,5.0,0.04,0.0,0.04,0.04,0.04,0.04,0.01,0.05,0.04,0.05,Matches,,,,,,,,16.0,4.0,25.0,0.06,10.8,1036.0,369.0,531.0,105.0,1208.0,417.0,579.0,167.0,85.8,88.5,91.7,62.9,19254.0,7350.0,0.3,45.0,25.0,24.0,71.4,30.0,75.0,73.0,0.0,56.0,31.0,64.4,2021-2022,Nantes,Ligue 1
8,Dennis Appiah,fr FRA,DF,29.0,32,22,2099.0,23.3,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.3,0.3,25.0,69.0,58.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,,,,,,,,2.0,0.0,0.0,0.0,22.2,756.0,348.0,319.0,71.0,1001.0,399.0,404.0,139.0,75.5,87.2,79.0,51.1,13014.0,5913.0,1.0,55.0,28.0,34.0,58.3,27.0,82.0,74.0,0.0,30.0,39.0,43.5,2021-2022,Nantes,Ligue 1
9,Quentin Merlin,fr FRA,"DF,MF",19.0,28,21,1926.0,21.4,2.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,0.4,0.4,2.7,3.1,49.0,132.0,99.0,0.09,0.14,0.23,0.09,0.23,0.02,0.13,0.15,0.02,0.15,Matches,,,,,,,,11.0,4.0,36.4,0.18,23.1,1027.0,494.0,402.0,115.0,1358.0,561.0,514.0,229.0,75.6,88.1,78.2,50.2,17991.0,7101.0,3.7,45.0,26.0,28.0,53.1,27.0,72.0,29.0,2.0,10.0,24.0,29.4,2021-2022,Nantes,Ligue 1
10,Fábio,br BRA,DF,31.0,27,21,1667.0,18.5,0.0,2.0,2.0,0.0,0.0,0.0,8.0,1.0,1.0,1.0,1.0,2.0,26.0,64.0,75.0,0.0,0.11,0.11,0.0,0.11,0.05,0.06,0.11,0.05,0.11,Matches,,,,,,,,11.0,1.0,9.1,0.0,17.7,618.0,300.0,253.0,47.0,853.0,364.0,337.0,107.0,72.5,82.4,75.1,43.9,10139.0,4205.0,0.9,61.0,36.0,40.0,48.6,35.0,96.0,31.0,1.0,30.0,30.0,50.0,2021-2022,Nantes,Ligue 1
11,Wylan Cyprien,fr FRA,MF,26.0,24,17,1490.0,16.6,2.0,3.0,5.0,2.0,0.0,0.0,3.0,0.0,0.8,0.8,2.9,3.7,8.0,96.0,32.0,0.12,0.18,0.3,0.12,0.3,0.05,0.18,0.23,0.05,0.23,Matches,,,,,,,,20.0,8.0,40.0,0.1,24.4,750.0,317.0,296.0,104.0,933.0,354.0,352.0,165.0,80.4,89.5,84.1,63.0,13716.0,4030.0,2.5,33.0,13.0,17.0,40.6,10.0,43.0,14.0,2.0,5.0,13.0,27.8,2021-2022,Nantes,Ligue 1
12,Samuel Moutoussamy,cd COD,MF,24.0,30,16,1509.0,16.8,0.0,1.0,1.0,0.0,0.0,0.0,5.0,0.0,1.8,1.8,0.4,2.2,13.0,66.0,16.0,0.0,0.06,0.06,0.0,0.06,0.11,0.03,0.13,0.11,0.13,Matches,,,,,,,,14.0,6.0,42.9,0.0,16.9,598.0,313.0,216.0,46.0,709.0,355.0,239.0,66.0,84.3,88.2,90.4,69.7,9532.0,2694.0,0.5,48.0,23.0,32.0,37.1,17.0,65.0,16.0,0.0,10.0,23.0,30.3,2021-2022,Nantes,Ligue 1
13,Sébastien Corchia,fr FRA,DF,30.0,28,13,1324.0,14.7,0.0,3.0,3.0,0.0,0.0,0.0,0.0,1.0,0.4,0.4,0.6,1.0,29.0,57.0,72.0,0.0,0.2,0.2,0.0,0.2,0.03,0.04,0.07,0.03,0.07,Matches,,,,,,,,11.0,3.0,27.3,0.0,27.7,367.0,170.0,161.0,30.0,548.0,199.0,230.0,79.0,67.0,85.4,70.0,38.0,6314.0,3079.0,1.0,33.0,24.0,20.0,57.1,13.0,46.0,36.0,0.0,18.0,8.0,69.2,2021-2022,Nantes,Ligue 1
14,Osman Bukari,gh GHA,"FW,MF",22.0,24,10,1012.0,11.2,2.0,4.0,6.0,2.0,0.0,0.0,1.0,0.0,1.4,1.4,2.8,4.2,46.0,20.0,91.0,0.18,0.36,0.53,0.18,0.53,0.12,0.25,0.37,0.12,0.37,Matches,,,,,,,,20.0,9.0,45.0,0.1,18.2,220.0,145.0,58.0,4.0,299.0,172.0,80.0,16.0,73.6,84.3,72.5,25.0,2723.0,644.0,1.7,18.0,8.0,8.0,36.4,8.0,26.0,1.0,0.0,9.0,13.0,40.9,2021-2022,Nantes,Ligue 1
15,Marcus Coco,fr FRA,"MF,FW",25.0,24,9,930.0,10.3,1.0,1.0,2.0,1.0,0.0,0.0,3.0,1.0,0.7,0.7,1.5,2.1,28.0,22.0,62.0,0.1,0.1,0.19,0.1,0.19,0.07,0.14,0.21,0.07,0.21,Matches,,,,,,,,12.0,3.0,25.0,0.08,17.4,224.0,123.0,73.0,15.0,325.0,154.0,111.0,33.0,68.9,79.9,65.8,45.5,3260.0,1250.0,0.6,34.0,8.0,14.0,44.4,10.0,44.0,15.0,0.0,31.0,32.0,49.2,2021-2022,Nantes,Ligue 1
16,Kalifa Coulibaly,ml MLI,FW,29.0,21,9,850.0,9.4,5.0,0.0,5.0,5.0,0.0,0.0,1.0,0.0,4.7,4.7,1.3,6.0,5.0,13.0,29.0,0.53,0.0,0.53,0.53,0.53,0.5,0.13,0.63,0.5,0.63,Matches,,,,,,,,26.0,10.0,38.5,0.19,9.2,111.0,66.0,23.0,3.0,191.0,102.0,50.0,4.0,58.1,64.7,46.0,75.0,1267.0,281.0,0.4,5.0,0.0,1.0,0.0,0.0,5.0,11.0,0.0,77.0,41.0,65.3,2021-2022,Nantes,Ligue 1
17,Charles Traore,ml MLI,DF,29.0,16,7,718.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,41.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,0.0,0.0,,,,329.0,154.0,137.0,30.0,421.0,181.0,164.0,57.0,78.1,85.1,83.5,52.6,5519.0,2208.0,0.1,16.0,2.0,12.0,15.4,15.0,31.0,30.0,0.0,15.0,9.0,62.5,2021-2022,Nantes,Ligue 1
18,Roli Pereira de Sa,fr FRA,MF,24.0,17,5,573.0,6.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,0.6,1.2,14.0,16.0,20.0,0.0,0.0,0.0,0.0,0.0,0.09,0.1,0.19,0.09,0.19,Matches,,,,,,,,5.0,1.0,20.0,0.0,16.1,222.0,129.0,70.0,14.0,272.0,150.0,81.0,19.0,81.6,86.0,86.4,73.7,3354.0,774.0,0.6,12.0,3.0,4.0,15.0,6.0,18.0,3.0,0.0,6.0,5.0,54.5,2021-2022,Nantes,Ligue 1
19,Willem Geubbels,fr FRA,"FW,MF",19.0,22,4,544.0,6.0,2.0,1.0,3.0,2.0,0.0,0.0,1.0,0.0,1.8,1.8,1.2,3.0,15.0,5.0,36.0,0.33,0.17,0.5,0.33,0.5,0.3,0.2,0.5,0.3,0.5,Matches,,,,,,,,12.0,3.0,25.0,0.17,17.0,95.0,54.0,31.0,4.0,137.0,69.0,40.0,12.0,69.3,78.3,77.5,33.3,1358.0,241.0,0.9,8.0,5.0,5.0,41.7,6.0,14.0,5.0,0.0,10.0,13.0,43.5,2021-2022,Nantes,Ligue 1
20,Renaud Emond,be BEL,"FW,MF",29.0,6,2,190.0,2.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.01,0.01,Matches,,,,,,,,1.0,0.0,0.0,0.0,49.6,20.0,10.0,7.0,1.0,32.0,15.0,12.0,2.0,62.5,66.7,58.3,50.0,279.0,76.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,5.0,17.0,22.7,2021-2022,Nantes,Ligue 1
21,Abdoulaye Sylla,gn GUI,DF,21.0,2,2,157.0,1.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,0.0,0.0,,,,54.0,15.0,34.0,5.0,77.0,17.0,39.0,19.0,70.1,88.2,87.2,26.3,1122.0,305.0,0.0,4.0,2.0,4.0,50.0,1.0,5.0,3.0,0.0,2.0,2.0,50.0,2021-2022,Nantes,Ligue 1
22,Jean-Kévin Augustin,fr FRA,"FW,MF",24.0,7,0,84.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.12,0.12,0.12,Matches,,,,,,,,2.0,0.0,0.0,0.0,18.0,11.0,5.0,4.0,0.0,14.0,5.0,7.0,0.0,78.6,100.0,57.1,,133.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,1.0,66.7,2021-2022,Nantes,Ligue 1
23,Mohamed Achi,fr FRA,MF,19.0,1,0,10.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,0.0,0.0,,,,6.0,1.0,3.0,1.0,9.0,1.0,6.0,1.0,66.7,100.0,50.0,100.0,102.0,10.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2021-2022,Nantes,Ligue 1
24,Lohann Doucet,fr FRA,"MF,DF",18.0,2,0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,0.0,0.0,,,,7.0,1.0,3.0,2.0,10.0,3.0,4.0,2.0,70.0,33.3,75.0,100.0,183.0,39.0,0.0,0.0,0.0,0.0,,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2021-2022,Nantes,Ligue 1
25,Yannis M'Bemba,ga GAB,"DF,FW",20.0,2,0,5.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.75,0.0,1.75,1.75,1.75,Matches,,,,,,,,2.0,1.0,50.0,0.0,10.0,4.0,3.0,1.0,0.0,4.0,3.0,1.0,0.0,100.0,100.0,100.0,,51.0,9.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,2.0,0.0,100.0,2021-2022,Nantes,Ligue 1
26,Rémy Descamps,fr FRA,GK,25.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-2022,Nantes,Ligue 1
27,Anthony Limbombe,be BEL,"DF,FW",27.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-2022,Nantes,Ligue 1
28,Gor Manvelyan,am ARM,MF,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-2022,Nantes,Ligue 1
29,Denis Petrić,rs SRB,GK,33.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-2022,Nantes,Ligue 1
30,Robin Voisine,fr FRA,DF,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2021-2022,Nantes,Ligue 1
31,Squad Total,,,26.1,38,418,3420.0,38.0,53.0,37.0,90.0,48.0,5.0,5.0,80.0,4.0,45.5,41.6,34.7,76.3,607.0,1330.0,1319.0,1.39,0.97,2.37,1.26,2.24,1.2,0.91,2.11,1.1,2.01,,48.0,155.0,105.0,71.6,42.9,8.0,21.1,420.0,145.0,34.5,0.11,17.2,12580.0,5386.0,5234.0,1572.0,16481.0,6257.0,6315.0,2976.0,76.3,86.1,82.9,52.8,232016.0,88021.0,30.4,685.0,353.0,405.0,45.6,415.0,1100.0,680.0,9.0,598.0,566.0,51.4,2021-2022,Nantes,Ligue 1
32,Opponent Total,,,25.8,38,418,3420.0,38.0,47.0,34.0,81.0,43.0,4.0,7.0,61.0,9.0,52.7,47.3,35.0,82.3,697.0,1707.0,1697.0,1.24,0.89,2.13,1.13,2.03,1.39,0.92,2.31,1.25,2.17,,55.0,150.0,97.0,66.7,0.0,10.0,26.3,468.0,148.0,31.6,0.09,17.5,17497.0,8106.0,7238.0,1610.0,21387.0,9122.0,8330.0,2792.0,81.8,88.9,86.9,57.7,300513.0,108219.0,35.4,695.0,343.0,409.0,50.7,357.0,1052.0,666.0,10.0,565.0,599.0,48.5,2021-2022,Nantes,Ligue 1
0,José Fonte,pt POR,DF,37.0,38,38,3420.0,38.0,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,1.4,1.4,1.1,2.4,14.0,117.0,13.0,0.0,0.05,0.05,0.0,0.05,0.04,0.03,0.06,0.04,0.06,Matches,,,,,,,,21.0,6.0,28.6,0.0,11.2,1821.0,576.0,946.0,266.0,2097.0,646.0,1013.0,369.0,86.8,89.2,93.4,72.1,37156.0,12895.0,0.7,23.0,11.0,12.0,44.0,44.0,67.0,159.0,1.0,87.0,42.0,67.4,2021-2022,Lille,Ligue 1
1,Benjamin André,fr FRA,MF,30.0,33,33,2752.0,30.6,2.0,1.0,3.0,2.0,0.0,0.0,12.0,1.0,1.4,1.4,1.3,2.7,38.0,178.0,59.0,0.07,0.03,0.1,0.07,0.1,0.05,0.04,0.09,0.05,0.09,Matches,,,,,,,,18.0,5.0,27.8,0.11,14.5,1404.0,691.0,524.0,113.0,1766.0,804.0,623.0,187.0,79.5,85.9,84.1,60.4,22765.0,6915.0,1.3,123.0,51.0,69.0,45.1,50.0,173.0,56.0,0.0,97.0,81.0,54.5,2021-2022,Lille,Ligue 1
2,Jonathan David,ca CAN,FW,21.0,38,32,2804.0,31.2,15.0,0.0,15.0,13.0,2.0,3.0,3.0,0.0,14.6,12.3,3.5,15.8,43.0,67.0,182.0,0.48,0.0,0.48,0.42,0.42,0.47,0.11,0.58,0.39,0.51,Matches,,,,,,,,67.0,30.0,44.8,0.19,13.8,504.0,300.0,141.0,19.0,658.0,354.0,179.0,30.0,76.6,84.7,78.8,63.3,6632.0,1465.0,2.4,24.0,9.0,9.0,30.0,5.0,29.0,15.0,0.0,26.0,65.0,28.6,2021-2022,Lille,Ligue 1
