,Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,GA,SoTA,Saves,Save%,Save%,CS,CS%,Sh,SoT,SoT%,G/Sh,Dist,Cmp,Cmp,Cmp,Cmp,Att,Att,Att,Att,Cmp%,Cmp%,Cmp%,Cmp%,TotDist,PrgDist,xA,Tkl,Tkl,TklW,Tkl%,Int,Tkl+Int,Clr,Err,Won,Lost,Won%,Season,Team,Competition
28,Bandiougou Fadiga,fr FRA,"FW,MF",19.0,6,0,63.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,7.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches,,,,,,,,1.0,1.0,100.0,0.0,31.1,33.0,25.0,7.0,0.0,35.0,25.0,7.0,1.0,94.3,100.0,100.0,0.0,374.0,78.0,0.1,1.0,0.0,0.0,,0.0,1.0,0.0,0.0,0.0,0.0,,2020-2021,Paris Saint Germain,Ligue 1
29,Jesé,es ESP,FW,27.0,2,0,24.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,0.0,0.0,,,,3.0,1.0,1.0,0.0,7.0,3.0,1.0,0.0,42.9,33.3,100.0,,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,2020-2021,Paris Saint Germain,Ligue 1
30,Edouard Michut,fr FRA,MF,17.0,1,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2020-2021,Paris Saint Germain,Ligue 1
31,Kenny Nagera,fr FRA,FW,18.0,1,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,0.0,0.0,,,,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,100.0,100.0,100.0,100.0,66.0,9.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2020-2021,Paris Saint Germain,Ligue 1
32,Xavi Simons,nl NED,MF,17.0,1,0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.48,0.0,1.48,1.48,1.48,Matches,,,,,,,,1.0,0.0,0.0,0.0,23.4,7.0,5.0,0.0,1.0,9.0,6.0,1.0,1.0,77.8,83.3,0.0,100.0,89.0,15.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2020-2021,Paris Saint Germain,Ligue 1
33,Denis Franchi,it ITA,GK,17.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021,Paris Saint Germain,Ligue 1
34,Garissone Innocent,ht HAI,GK,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021,Paris Saint Germain,Ligue 1
35,Maxen Kapo,fr FRA,MF,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021,Paris Saint Germain,Ligue 1
36,Alexandre Letellier,fr FRA,GK,29.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021,Paris Saint Germain,Ligue 1
37,Mathyas Randriamamy,mg MAD,GK,17.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021,Paris Saint Germain,Ligue 1
38,Squad Total,,,26.7,38,418,3420.0,38.0,84.0,52.0,136.0,72.0,12.0,13.0,79.0,7.0,80.1,70.1,55.6,125.8,909.0,2089.0,2063.0,2.21,1.37,3.58,1.89,3.26,2.11,1.46,3.57,1.85,3.31,,28.0,131.0,103.0,79.4,50.0,19.0,50.0,557.0,200.0,35.9,0.13,17.0,22941.0,12123.0,8404.0,1439.0,26137.0,13008.0,9299.0,2205.0,87.8,93.2,90.4,65.3,354458.0,118629.0,52.9,609.0,293.0,385.0,41.9,373.0,982.0,448.0,22.0,355.0,300.0,54.2,2020-2021,Paris Saint Germain,Ligue 1
39,Opponent Total,,,25.9,38,418,3420.0,38.0,27.0,17.0,44.0,26.0,1.0,2.0,59.0,9.0,40.6,39.0,30.0,69.0,625.0,1067.0,1057.0,0.71,0.45,1.16,0.68,1.13,1.07,0.79,1.86,1.03,1.81,,86.0,212.0,128.0,65.1,0.0,6.0,15.8,378.0,129.0,34.1,0.07,18.2,12123.0,5739.0,4505.0,1485.0,15345.0,6446.0,5306.0,2647.0,79.0,89.0,84.9,56.1,215387.0,82641.0,26.3,706.0,358.0,385.0,42.3,535.0,1241.0,671.0,22.0,300.0,355.0,45.8,2020-2021,Paris Saint Germain,Ligue 1
0,Aurélien Tchouaméni,fr FRA,MF,20.0,36,36,3063.0,34.0,2.0,4.0,6.0,2.0,0.0,0.0,9.0,1.0,4.1,4.1,1.9,6.1,42.0,197.0,52.0,0.06,0.12,0.18,0.06,0.18,0.12,0.06,0.18,0.12,0.18,Matches,,,,,,,,53.0,11.0,20.8,0.04,18.4,1516.0,725.0,620.0,136.0,1860.0,833.0,720.0,214.0,81.5,87.0,86.1,63.6,26308.0,7281.0,3.5,127.0,48.0,68.0,52.2,60.0,187.0,47.0,0.0,81.0,41.0,66.4,2020-2021,Monaco,Ligue 1
1,Youssouf Fofana,fr FRA,MF,21.0,35,35,2873.0,31.9,0.0,3.0,3.0,0.0,0.0,0.0,10.0,1.0,1.5,1.5,2.4,3.9,57.0,187.0,36.0,0.0,0.09,0.09,0.0,0.09,0.05,0.07,0.12,0.05,0.12,Matches,,,,,,,,36.0,4.0,11.1,0.0,25.5,1435.0,632.0,625.0,153.0,1703.0,704.0,700.0,242.0,84.3,89.8,89.3,63.2,25931.0,6942.0,2.4,90.0,42.0,51.0,51.2,34.0,124.0,14.0,2.0,19.0,17.0,52.8,2020-2021,Monaco,Ligue 1
2,Kevin Volland,de GER,"FW,MF",28.0,35,34,2769.0,30.8,16.0,7.0,23.0,16.0,0.0,0.0,4.0,0.0,11.6,11.6,5.2,16.8,43.0,84.0,237.0,0.52,0.23,0.75,0.52,0.75,0.38,0.17,0.55,0.38,0.55,Matches,,,,,,,,56.0,30.0,53.6,0.29,12.6,519.0,294.0,148.0,39.0,792.0,402.0,220.0,64.0,65.5,73.1,67.3,60.9,7593.0,1718.0,3.7,33.0,8.0,16.0,23.5,4.0,37.0,4.0,0.0,56.0,66.0,45.9,2020-2021,Monaco,Ligue 1
3,Benoît Badiashile,fr FRA,DF,19.0,35,32,2870.0,31.9,2.0,1.0,3.0,2.0,0.0,0.0,5.0,0.0,2.3,2.3,1.2,3.5,17.0,170.0,6.0,0.06,0.03,0.09,0.06,0.09,0.07,0.04,0.11,0.07,0.11,Matches,,,,,,,,24.0,4.0,16.7,0.08,14.9,2124.0,566.0,1268.0,274.0,2450.0,632.0,1366.0,412.0,86.7,89.6,92.8,66.5,43718.0,16007.0,1.4,24.0,13.0,17.0,46.4,58.0,82.0,102.0,4.0,108.0,40.0,73.0,2020-2021,Monaco,Ligue 1
4,Wissam Ben Yedder,fr FRA,FW,29.0,37,32,2607.0,29.0,20.0,7.0,27.0,10.0,10.0,12.0,3.0,0.0,19.6,10.2,6.7,16.9,61.0,109.0,226.0,0.69,0.24,0.93,0.35,0.59,0.68,0.23,0.91,0.35,0.58,Matches,,,,,,,,68.0,21.0,30.9,0.15,17.7,651.0,377.0,190.0,35.0,893.0,491.0,243.0,53.0,72.9,76.8,78.2,66.0,9062.0,1824.0,5.2,18.0,3.0,9.0,23.1,13.0,31.0,3.0,0.0,40.0,72.0,35.7,2020-2021,Monaco,Ligue 1
5,Benjamin Lecomte,fr FRA,GK,29.0,28,28,2520.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,27.0,68.0,42.0,64.7,0.0,13.0,46.4,0.0,0.0,,,,759.0,166.0,349.0,237.0,1006.0,168.0,352.0,479.0,75.4,98.8,99.1,49.5,19620.0,14136.0,0.1,0.0,0.0,0.0,0.0,2.0,2.0,20.0,1.0,10.0,0.0,100.0,2020-2021,Monaco,Ligue 1
6,Ruben Aguilar,fr FRA,"DF,MF",27.0,33,27,2225.0,24.7,1.0,3.0,4.0,1.0,0.0,0.0,6.0,0.0,0.9,0.9,4.7,5.6,74.0,101.0,231.0,0.04,0.12,0.16,0.04,0.16,0.03,0.19,0.23,0.03,0.23,Matches,,,,,,,,8.0,3.0,37.5,0.13,11.0,1265.0,721.0,420.0,87.0,1568.0,779.0,535.0,166.0,80.7,92.6,78.5,52.4,19271.0,5384.0,5.8,63.0,32.0,37.0,61.5,47.0,110.0,43.0,1.0,46.0,38.0,54.8,2020-2021,Monaco,Ligue 1
7,Caio Henrique Oliveira Silva,br BRA,DF,23.0,31,26,2368.0,26.3,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,3.5,4.0,85.0,96.0,185.0,0.0,0.15,0.15,0.0,0.15,0.02,0.13,0.15,0.02,0.15,Matches,,,,,,,,5.0,1.0,20.0,0.0,15.9,1177.0,583.0,508.0,61.0,1489.0,654.0,640.0,128.0,79.0,89.1,79.4,47.7,18880.0,5275.0,3.8,50.0,31.0,34.0,60.8,16.0,66.0,37.0,0.0,19.0,28.0,40.4,2020-2021,Monaco,Ligue 1
8,Sofiane Diop,fr FRA,"MF,FW",20.0,32,24,2023.0,22.5,7.0,1.0,8.0,7.0,0.0,0.0,4.0,0.0,4.8,4.8,2.8,7.6,65.0,127.0,132.0,0.31,0.04,0.36,0.31,0.36,0.21,0.12,0.34,0.21,0.34,Matches,,,,,,,,44.0,17.0,38.6,0.16,19.8,770.0,420.0,264.0,49.0,985.0,480.0,328.0,90.0,78.2,87.5,80.5,54.4,11707.0,3137.0,2.5,49.0,18.0,34.0,34.0,31.0,80.0,15.0,0.0,18.0,32.0,36.0,2020-2021,Monaco,Ligue 1
9,Axel Disasi,fr FRA,DF,22.0,29,24,2011.0,22.3,3.0,0.0,3.0,3.0,0.0,0.0,4.0,2.0,2.4,2.4,0.4,2.8,19.0,87.0,4.0,0.13,0.0,0.13,0.13,0.13,0.11,0.02,0.13,0.11,0.13,Matches,,,,,,,,18.0,6.0,33.3,0.17,11.6,1336.0,437.0,751.0,130.0,1558.0,467.0,824.0,230.0,85.8,93.6,91.1,56.5,25795.0,8343.0,0.7,29.0,20.0,20.0,57.1,26.0,55.0,66.0,1.0,50.0,32.0,61.0,2020-2021,Monaco,Ligue 1
10,Guillermo Maripán,cl CHI,DF,26.0,28,22,2089.0,23.2,5.0,1.0,6.0,5.0,0.0,0.0,7.0,0.0,2.2,2.2,0.5,2.7,16.0,83.0,4.0,0.22,0.04,0.26,0.22,0.26,0.09,0.02,0.12,0.09,0.12,Matches,,,,,,,,15.0,6.0,40.0,0.33,11.0,1501.0,343.0,971.0,179.0,1670.0,371.0,1023.0,246.0,89.9,92.5,94.9,72.8,31388.0,10911.0,0.5,26.0,15.0,11.0,55.6,27.0,53.0,66.0,1.0,41.0,39.0,51.3,2020-2021,Monaco,Ligue 1
11,Djibril Sidibé,fr FRA,DF,28.0,30,21,1980.0,22.0,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.2,0.2,2.4,2.6,51.0,137.0,37.0,0.0,0.09,0.09,0.0,0.09,0.01,0.11,0.12,0.01,0.12,Matches,,,,,,,,5.0,1.0,20.0,0.0,30.6,1525.0,665.0,708.0,130.0,1853.0,712.0,835.0,247.0,82.3,93.4,84.8,52.6,26531.0,9216.0,2.9,58.0,37.0,34.0,71.2,50.0,108.0,37.0,2.0,25.0,20.0,55.6,2020-2021,Monaco,Ligue 1
12,Gelson Martins,pt POR,"MF,FW",25.0,23,20,1551.0,17.2,3.0,2.0,5.0,3.0,0.0,0.0,3.0,0.0,2.7,2.7,3.2,5.8,57.0,60.0,191.0,0.17,0.12,0.29,0.17,0.29,0.15,0.18,0.34,0.15,0.34,Matches,,,,,,,,25.0,10.0,40.0,0.12,15.4,516.0,320.0,159.0,16.0,624.0,356.0,188.0,27.0,82.7,89.9,84.6,59.3,7007.0,1476.0,2.6,41.0,15.0,26.0,40.5,13.0,54.0,8.0,0.0,9.0,25.0,26.5,2020-2021,Monaco,Ligue 1
13,Aleksandr Golovin,ru RUS,"MF,FW",24.0,21,12,1069.0,11.9,5.0,9.0,14.0,5.0,0.0,0.0,2.0,0.0,2.9,2.9,5.4,8.3,45.0,36.0,93.0,0.42,0.76,1.18,0.42,1.18,0.25,0.45,0.7,0.25,0.7,Matches,,,,,,,,27.0,12.0,44.4,0.19,19.2,396.0,215.0,120.0,35.0,585.0,253.0,177.0,90.0,67.7,85.0,67.8,38.9,6199.0,1654.0,4.2,28.0,8.0,16.0,20.5,11.0,39.0,3.0,0.0,11.0,16.0,40.7,2020-2021,Monaco,Ligue 1
14,Vito Mannone,it ITA,GK,32.0,9,9,810.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,14.0,33.0,19.0,63.6,0.0,2.0,22.2,0.0,0.0,,,,205.0,23.0,106.0,76.0,287.0,23.0,106.0,158.0,71.4,100.0,100.0,48.1,6024.0,4339.0,0.0,0.0,0.0,0.0,,0.0,0.0,3.0,1.0,0.0,0.0,,2020-2021,Monaco,Ligue 1
15,Cesc Fàbregas,es ESP,"MF,FW",33.0,21,7,877.0,9.7,2.0,3.0,5.0,0.0,2.0,2.0,2.0,0.0,3.2,1.6,3.3,4.9,10.0,115.0,48.0,0.21,0.31,0.51,0.0,0.31,0.33,0.34,0.67,0.16,0.51,Matches,,,,,,,,8.0,2.0,25.0,0.0,20.1,634.0,280.0,236.0,87.0,809.0,324.0,282.0,144.0,78.4,86.4,83.7,60.4,11308.0,4237.0,3.1,20.0,9.0,12.0,40.9,13.0,33.0,3.0,0.0,7.0,7.0,50.0,2020-2021,Monaco,Ligue 1
16,Stevan Jovetić,me MNE,"FW,MF",30.0,29,6,802.0,8.9,6.0,0.0,6.0,6.0,0.0,1.0,1.0,0.0,5.5,4.3,0.6,4.9,30.0,50.0,80.0,0.67,0.0,0.67,0.67,0.67,0.62,0.07,0.68,0.48,0.54,Matches,,,,,,,,44.0,20.0,45.5,0.14,19.2,253.0,144.0,76.0,22.0,385.0,183.0,107.0,45.0,65.7,78.7,71.0,48.9,3846.0,1209.0,1.1,8.0,3.0,4.0,23.1,3.0,11.0,3.0,0.0,10.0,20.0,33.3,2020-2021,Monaco,Ligue 1
17,Fodé Ballo-Touré,sn SEN,DF,23.0,24,6,662.0,7.4,0.0,3.0,3.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.7,0.8,30.0,24.0,52.0,0.0,0.41,0.41,0.0,0.41,0.02,0.1,0.11,0.02,0.11,Matches,,,,,,,,2.0,1.0,50.0,0.0,13.6,349.0,198.0,117.0,24.0,432.0,222.0,140.0,42.0,80.8,89.2,83.6,57.1,5366.0,1549.0,0.7,21.0,6.0,17.0,46.2,6.0,27.0,11.0,1.0,12.0,10.0,54.5,2020-2021,Monaco,Ligue 1
18,Krépin Diatta,sn SEN,"MF,DF",21.0,12,3,389.0,4.3,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,0.4,0.4,0.1,0.5,16.0,11.0,44.0,0.23,0.0,0.23,0.23,0.23,0.1,0.02,0.11,0.1,0.11,Matches,,,,,,,,3.0,1.0,33.3,0.33,16.0,114.0,74.0,33.0,1.0,161.0,88.0,46.0,5.0,70.8,84.1,71.7,20.0,1475.0,272.0,0.2,4.0,1.0,3.0,33.3,4.0,8.0,1.0,0.0,7.0,5.0,58.3,2020-2021,Monaco,Ligue 1
19,Chrislain Matsima,fr FRA,"DF,FW",18.0,9,3,352.0,3.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.1,0.3,10.0,34.0,1.0,0.0,0.0,0.0,0.0,0.0,0.05,0.02,0.08,0.05,0.08,Matches,,,,,,,,4.0,0.0,0.0,0.0,18.8,235.0,76.0,139.0,19.0,267.0,82.0,148.0,30.0,88.0,92.7,93.9,63.3,4490.0,1449.0,0.2,5.0,4.0,4.0,57.1,4.0,9.0,12.0,0.0,8.0,7.0,53.3,2020-2021,Monaco,Ligue 1
20,Eliot Matazo,be BEL,MF,18.0,10,3,314.0,3.5,1.0,1.0,2.0,1.0,0.0,0.0,0.0,1.0,0.8,0.8,0.3,1.1,2.0,7.0,5.0,0.29,0.29,0.57,0.29,0.57,0.22,0.1,0.32,0.22,0.32,Matches,,,,,,,,3.0,2.0,66.7,0.33,10.2,69.0,24.0,38.0,3.0,88.0,32.0,45.0,4.0,78.4,75.0,84.4,75.0,1157.0,219.0,0.1,11.0,3.0,5.0,42.9,1.0,12.0,2.0,0.0,1.0,6.0,14.3,2020-2021,Monaco,Ligue 1
21,Willem Geubbels,fr FRA,"MF,FW",18.0,14,2,294.0,3.3,1.0,0.0,1.0,1.0,0.0,0.0,3.0,1.0,1.2,1.2,0.5,1.7,3.0,5.0,26.0,0.31,0.0,0.31,0.31,0.31,0.36,0.15,0.51,0.36,0.51,Matches,,,,,,,,6.0,2.0,33.3,0.17,11.3,88.0,49.0,28.0,6.0,126.0,59.0,42.0,8.0,69.8,83.1,66.7,75.0,1277.0,207.0,0.4,12.0,5.0,8.0,38.5,3.0,15.0,5.0,0.0,12.0,7.0,63.2,2020-2021,Monaco,Ligue 1
22,Florentino Luís,pt POR,MF,20.0,9,2,241.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.1,0.2,3.0,16.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.05,0.07,0.02,0.07,Matches,,,,,,,,1.0,0.0,0.0,0.0,12.5,142.0,60.0,69.0,8.0,166.0,65.0,74.0,15.0,85.5,92.3,93.2,53.3,2452.0,613.0,0.1,7.0,6.0,2.0,60.0,6.0,13.0,2.0,1.0,3.0,2.0,60.0,2020-2021,Monaco,Ligue 1
23,Henry Onyekuru,ng NGA,FW,23.0,4,2,140.0,1.6,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.5,0.6,8.0,1.0,10.0,0.0,0.64,0.64,0.0,0.64,0.11,0.3,0.4,0.11,0.4,Matches,,,,,,,,2.0,1.0,50.0,0.0,11.1,26.0,20.0,5.0,1.0,34.0,25.0,6.0,1.0,76.5,80.0,83.3,100.0,325.0,53.0,0.2,1.0,1.0,0.0,25.0,0.0,1.0,0.0,0.0,2.0,6.0,25.0,2020-2021,Monaco,Ligue 1
24,Giulian Biancone,fr FRA,"DF,MF",20.0,2,1,92.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.2,4.0,6.0,15.0,0.0,0.0,0.0,0.0,0.0,0.04,0.12,0.17,0.04,0.17,Matches,,,,,,,,1.0,0.0,0.0,0.0,17.3,66.0,31.0,26.0,7.0,90.0,38.0,34.0,10.0,73.3,81.6,76.5,70.0,1105.0,347.0,0.3,3.0,2.0,3.0,66.7,1.0,4.0,4.0,0.0,6.0,2.0,75.0,2020-2021,Monaco,Ligue 1
25,Radosław Majecki,pl POL,GK,20.0,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,1.0,2.0,1.0,50.0,,0.0,0.0,0.0,0.0,,,,26.0,3.0,16.0,7.0,38.0,3.0,16.0,18.0,68.4,100.0,100.0,38.9,612.0,364.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,,2020-2021,Monaco,Ligue 1
26,Pietro Pellegri,it ITA,"FW,MF",19.0,16,0,230.0,2.6,1.0,0.0,1.0,1.0,0.0,0.0,2.0,1.0,2.1,2.1,0.2,2.3,6.0,2.0,16.0,0.39,0.0,0.39,0.39,0.39,0.81,0.08,0.89,0.81,0.89,Matches,,,,,,,,9.0,3.0,33.3,0.11,11.9,18.0,7.0,5.0,0.0,37.0,12.0,10.0,0.0,48.6,58.3,50.0,,187.0,24.0,0.3,2.0,0.0,1.0,,0.0,2.0,0.0,0.0,7.0,19.0,26.9,2020-2021,Monaco,Ligue 1
27,Enzo Millot,fr FRA,MF,18.0,2,0,41.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.3,2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.41,0.19,0.6,0.41,0.6,Matches,,,,,,,,2.0,1.0,50.0,0.0,11.9,16.0,11.0,3.0,2.0,23.0,13.0,3.0,5.0,69.6,84.6,100.0,40.0,237.0,47.0,0.1,2.0,1.0,0.0,100.0,2.0,4.0,0.0,0.0,1.0,1.0,50.0,2020-2021,Monaco,Ligue 1
28,Jean-Eudes Aholou,ci CIV,MF,26.0,2,0,36.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.23,0.23,0.23,Matches,,,,,,,,2.0,1.0,50.0,0.0,16.8,7.0,4.0,3.0,0.0,10.0,4.0,4.0,2.0,70.0,100.0,75.0,0.0,100.0,26.0,0.0,1.0,1.0,0.0,33.3,1.0,2.0,1.0,0.0,1.0,0.0,100.0,2020-2021,Monaco,Ligue 1
29,Strahinja Pavlović,rs SRB,DF,19.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,0.0,0.0,,,,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,100.0,2020-2021,Monaco,Ligue 1
30,Valentin Decarpentrie,fr FRA,FW,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021,Monaco,Ligue 1
31,Squad Total,,,24.8,38,418,3420.0,38.0,76.0,52.0,128.0,64.0,12.0,15.0,78.0,7.0,68.7,56.9,46.7,103.6,757.0,1750.0,1738.0,2.0,1.37,3.37,1.68,3.05,1.81,1.23,3.04,1.5,2.73,,42.0,103.0,62.0,64.1,0.0,15.0,39.5,471.0,160.0,34.0,0.14,17.2,17738.0,7468.0,8001.0,1824.0,21991.0,8476.0,9214.0,3175.0,80.7,88.1,86.8,57.4,318971.0,108259.0,46.1,733.0,332.0,432.0,47.7,436.0,1169.0,513.0,15.0,611.0,558.0,52.3,2020-2021,Monaco,Ligue 1
32,Opponent Total,,,26.2,38,418,3420.0,38.0,41.0,25.0,66.0,36.0,5.0,5.0,89.0,12.0,34.6,30.8,23.0,53.8,536.0,1181.0,1169.0,1.08,0.66,1.74,0.95,1.61,0.91,0.6,1.52,0.81,1.41,,76.0,174.0,96.0,63.2,14.3,5.0,13.2,321.0,98.0,30.5,0.11,19.3,13479.0,6029.0,5464.0,1598.0,17419.0,7009.0,6439.0,2958.0,77.4,86.0,84.9,54.0,243301.0,90813.0,21.7,566.0,262.0,334.0,46.0,503.0,1069.0,732.0,17.0,558.0,611.0,47.7,2020-2021,Monaco,Ligue 1
0,Anthony Lopes,pt POR,GK,29.0,38,38,3420.0,38.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,43.0,134.0,92.0,71.6,16.7,11.0,28.9,0.0,0.0,,,,977.0,176.0,499.0,300.0,1183.0,177.0,501.0,501.0,82.6,99.4,99.6,59.9,25945.0,17606.0,0.1,1.0,1.0,1.0,50.0,1.0,2.0,20.0,1.0,4.0,0.0,100.0,2020-2021,Lyon,Ligue 1
1,Leo Dubois,fr FRA,DF,25.0,37,35,2903.0,32.3,2.0,4.0,6.0,2.0,0.0,0.0,3.0,0.0,1.1,1.1,6.6,7.7,111.0,194.0,239.0,0.06,0.12,0.19,0.06,0.19,0.04,0.2,0.24,0.04,0.24,Matches,,,,,,,,20.0,3.0,15.0,0.1,21.1,1785.0,903.0,676.0,180.0,2283.0,988.0,848.0,337.0,78.2,91.4,79.7,53.4,29941.0,11317.0,7.9,38.0,18.0,26.0,50.0,31.0,69.0,69.0,2.0,32.0,21.0,60.4,2020-2021,Lyon,Ligue 1
2,Marcelo,br BRA,DF,33.0,34,34,2907.0,32.3,3.0,0.0,3.0,3.0,0.0,0.0,7.0,2.0,1.8,1.8,0.5,2.3,18.0,146.0,6.0,0.09,0.0,0.09,0.09,0.09,0.06,0.01,0.07,0.06,0.07,Matches,,,,,,,,24.0,7.0,29.2,0.13,12.3,1828.0,613.0,988.0,204.0,2080.0,661.0,1052.0,326.0,87.9,92.7,93.9,62.6,35926.0,13417.0,0.7,44.0,26.0,29.0,70.3,49.0,93.0,122.0,2.0,111.0,44.0,71.6,2020-2021,Lyon,Ligue 1
3,Karl Toko Ekambi,cm CMR,FW,27.0,35,34,2811.0,31.2,14.0,6.0,20.0,14.0,0.0,0.0,3.0,0.0,17.3,17.3,6.9,24.2,118.0,91.0,281.0,0.45,0.19,0.64,0.45,0.64,0.55,0.22,0.78,0.55,0.78,Matches,,,,,,,,90.0,39.0,43.3,0.16,13.6,751.0,458.0,223.0,39.0,975.0,531.0,290.0,65.0,77.0,86.3,76.9,60.0,10807.0,2374.0,5.4,16.0,8.0,10.0,25.0,26.0,42.0,8.0,0.0,35.0,44.0,44.3,2020-2021,Lyon,Ligue 1
4,Memphis,nl NED,FW,26.0,37,33,2923.0,32.5,20.0,12.0,32.0,12.0,8.0,8.0,4.0,0.0,16.6,10.3,14.0,24.3,95.0,131.0,329.0,0.62,0.37,0.99,0.37,0.74,0.51,0.43,0.94,0.32,0.75,Matches,,,,,,,,102.0,44.0,43.1,0.12,21.1,899.0,497.0,234.0,90.0,1292.0,604.0,336.0,181.0,69.6,82.3,69.6,49.7,13848.0,4630.0,11.4,4.0,1.0,3.0,5.0,5.0,9.0,3.0,0.0,14.0,27.0,34.1,2020-2021,Lyon,Ligue 1
