,Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,GA,SoTA,Saves,Save%,Save%,CS,CS%,Sh,SoT,SoT%,G/Sh,Dist,Cmp,Cmp,Cmp,Cmp,Att,Att,Att,Att,Cmp%,Cmp%,Cmp%,Cmp%,TotDist,PrgDist,xA,Tkl,Tkl,TklW,Tkl%,Int,Tkl+Int,Clr,Err,Won,Lost,Won%,Season,Team,Competition
26,Derek Mazou-Sacko,fr FRA,MF,17,2,1,106.0,1.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,0.0,0.0,,,,4.0,2.0,1.0,1.0,5.0,2.0,2.0,1.0,80.0,100.0,50.0,100.0,87.0,67.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,100.0,2022-2023,Troyes,Ligue 1
27,Amar Ahmed,se SWE,FW,18,2,1,96.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,1.0,0.0,0.0,0.0,,6.0,3.0,2.0,0.0,10.0,5.0,4.0,0.0,60.0,60.0,50.0,,79.0,18.0,0.0,1.0,0.0,2.0,0.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,2022-2023,Troyes,Ligue 1
28,Alexis Tibidi,fr FRA,"FW,MF",18,3,0,74.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,0.0,0.0,,,,19.0,10.0,6.0,1.0,23.0,12.0,7.0,2.0,82.6,83.3,85.7,50.0,271.0,4.0,0.0,1.0,0.0,1.0,,0.0,1.0,0.0,0.0,2.0,1.0,66.7,2022-2023,Troyes,Ligue 1
29,Jordan Dongmo,cm CMR,MF,21,3,0,48.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,0.0,0.0,,,,9.0,5.0,4.0,0.0,10.0,5.0,5.0,0.0,90.0,100.0,80.0,,120.0,10.0,0.0,1.0,1.0,2.0,100.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2022-2023,Troyes,Ligue 1
30,Ante Palaversa,hr CRO,MF,22,2,0,31.0,0.3,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.1,0.6,0.0,0.0,0.0,2.9,0.0,2.9,2.9,2.9,1.47,0.19,1.66,1.47,1.66,Matches,,,,,,,,1.0,1.0,100.0,1.0,5.2,14.0,5.0,5.0,3.0,17.0,5.0,6.0,5.0,82.4,100.0,83.3,60.0,281.0,82.0,0.0,1.0,0.0,1.0,,1.0,2.0,0.0,0.0,0.0,0.0,,2022-2023,Troyes,Ligue 1
31,Marlos Moreno,co COL,"MF,DF",25,3,0,27.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,1.0,1.0,100.0,0.0,,3.0,2.0,1.0,0.0,4.0,2.0,1.0,1.0,75.0,100.0,100.0,0.0,40.0,10.0,0.0,2.0,2.0,2.0,66.7,0.0,2.0,0.0,0.0,1.0,1.0,50.0,2022-2023,Troyes,Ligue 1
32,Alexis Lefebvre,fr FRA,FW,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-2023,Troyes,Ligue 1
33,Corentin Michel,be BEL,GK,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-2023,Troyes,Ligue 1
34,Yoann Beaka,fr FRA,MF,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-2023,Troyes,Ligue 1
35,Eric N'Jo,fr FRA,DF,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-2023,Troyes,Ligue 1
36,Ryan Fage,fr FRA,MF,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-2023,Troyes,Ligue 1
37,Yoann Touzghar,tn TUN,FW,35,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-2023,Troyes,Ligue 1
38,Jessy Moulin,fr FRA,GK,36,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-2023,Troyes,Ligue 1
0,Cédric Hountondji,bj BEN,DF,28,38,36,3235.0,35.9,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,1.1,1.1,0.4,1.6,5.0,84.0,1.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.05,0.03,0.05,Matches,,,,,,,,11.0,4.0,36.4,0.0,8.9,1251.0,407.0,704.0,127.0,1446.0,444.0,768.0,202.0,86.5,91.7,91.7,62.9,24457.0,8657.0,0.7,50.0,19.0,36.0,65.5,62.0,109.0,132.0,1.0,63.0,31.0,67.0,2022-2023,Angers,Ligue 1
1,Batista Mendy,fr FRA,"MF,DF",22,38,38,3131.0,34.8,0.0,0.0,0.0,0.0,0.0,0.0,9.0,1.0,0.9,0.9,1.2,2.1,27.0,195.0,49.0,0.0,0.0,0.0,0.0,0.0,0.03,0.04,0.07,0.03,0.07,Matches,,,,,,,,20.0,5.0,25.0,0.0,24.0,1234.0,471.0,608.0,112.0,1432.0,532.0,670.0,161.0,86.2,88.5,90.7,69.6,22322.0,7144.0,1.8,70.0,37.0,31.0,69.8,22.0,91.0,29.0,2.0,27.0,13.0,67.5,2022-2023,Angers,Ligue 1
2,Nabil Bentaleb,dz ALG,MF,27,33,32,2789.0,31.0,4.0,4.0,8.0,2.0,2.0,2.0,7.0,1.0,3.2,1.6,2.3,3.9,46.0,176.0,28.0,0.13,0.13,0.26,0.06,0.19,0.11,0.08,0.2,0.06,0.14,Matches,,,,,,,,44.0,14.0,31.8,0.05,27.5,1512.0,556.0,724.0,195.0,1853.0,641.0,825.0,315.0,81.6,86.7,87.8,61.9,29115.0,9442.0,3.6,74.0,36.0,43.0,59.0,45.0,118.0,29.0,3.0,29.0,18.0,61.7,2022-2023,Angers,Ligue 1
3,Paul Bernardoni,fr FRA,GK,25,30,30,2730.0,30.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,63.0,160.0,99.0,65.6,0.0,5.0,16.7,0.0,0.0,,,,438.0,77.0,218.0,141.0,667.0,79.0,224.0,359.0,65.7,97.5,97.3,39.3,12371.0,9125.0,0.0,2.0,2.0,0.0,66.7,1.0,3.0,12.0,1.0,6.0,1.0,85.7,2022-2023,Angers,Ligue 1
4,Yan Valery,tn TUN,DF,23,31,30,2518.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.8,0.8,1.9,2.7,72.0,84.0,74.0,0.0,0.0,0.0,0.0,0.0,0.03,0.07,0.1,0.03,0.1,Matches,,,,,,,,13.0,2.0,15.4,0.0,21.0,950.0,414.0,407.0,98.0,1292.0,503.0,511.0,211.0,73.5,82.3,79.6,46.4,16786.0,6797.0,1.6,54.0,20.0,39.0,54.1,35.0,88.0,82.0,0.0,37.0,22.0,62.7,2022-2023,Angers,Ligue 1
5,Himad Abdelli,dz ALG,"MF,FW",22,33,26,2358.0,26.2,2.0,3.0,5.0,2.0,0.0,0.0,3.0,0.0,1.4,1.4,2.9,4.3,58.0,151.0,111.0,0.08,0.11,0.19,0.08,0.19,0.06,0.12,0.18,0.06,0.18,Matches,,,,,,,,26.0,8.0,30.8,0.08,22.4,1043.0,465.0,421.0,122.0,1257.0,536.0,494.0,169.0,83.0,86.8,85.2,72.2,18273.0,4649.0,2.5,64.0,31.0,45.0,46.3,28.0,92.0,15.0,0.0,18.0,23.0,43.9,2022-2023,Angers,Ligue 1
6,Adrien Hunou,fr FRA,"MF,FW",28,37,29,2337.0,26.0,4.0,1.0,5.0,4.0,0.0,0.0,2.0,0.0,6.5,6.5,2.3,8.7,34.0,62.0,149.0,0.15,0.04,0.19,0.15,0.19,0.26,0.09,0.35,0.26,0.35,Matches,,,,,,,,47.0,19.0,40.4,0.09,13.2,572.0,287.0,225.0,24.0,753.0,363.0,268.0,47.0,76.0,79.1,84.0,51.1,8441.0,2005.0,0.9,39.0,16.0,20.0,35.6,7.0,46.0,7.0,0.0,19.0,28.0,40.4,2022-2023,Angers,Ligue 1
7,Miha Blažič,si SVN,DF,29,26,24,2139.0,23.8,3.0,0.0,3.0,3.0,0.0,0.0,4.0,0.0,1.6,1.6,0.1,1.6,0.0,64.0,0.0,0.13,0.0,0.13,0.13,0.13,0.07,0.0,0.07,0.07,0.07,Matches,,,,,,,,10.0,5.0,50.0,0.3,10.0,1034.0,302.0,581.0,138.0,1182.0,330.0,622.0,208.0,87.5,91.5,93.4,66.3,21289.0,7678.0,0.2,8.0,7.0,6.0,46.7,22.0,30.0,80.0,1.0,44.0,19.0,69.8,2022-2023,Angers,Ligue 1
8,Abdallah Sima,sn SEN,FW,21,37,21,2049.0,22.8,6.0,1.0,7.0,6.0,0.0,0.0,0.0,0.0,4.8,4.8,2.2,7.0,38.0,21.0,140.0,0.26,0.04,0.31,0.26,0.31,0.24,0.11,0.34,0.24,0.34,Matches,,,,,,,,45.0,12.0,26.7,0.13,12.7,274.0,142.0,84.0,8.0,374.0,182.0,116.0,17.0,73.3,78.0,72.4,47.1,3603.0,688.0,1.3,22.0,7.0,16.0,36.8,4.0,26.0,19.0,0.0,43.0,63.0,40.6,2022-2023,Angers,Ligue 1
9,Souleyman Doumbia,ci CIV,"DF,FW",25,26,22,1955.0,21.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,1.6,2.6,52.0,58.0,95.0,0.0,0.0,0.0,0.0,0.0,0.05,0.08,0.13,0.05,0.13,Matches,,,,,,,,8.0,2.0,25.0,0.0,16.0,762.0,417.0,284.0,36.0,952.0,478.0,350.0,75.0,80.0,87.2,81.1,48.0,11455.0,3777.0,1.7,45.0,17.0,35.0,54.8,28.0,72.0,27.0,1.0,18.0,14.0,56.3,2022-2023,Angers,Ligue 1
10,Amine Salama,fr FRA,"FW,MF",22,28,14,1493.0,16.6,3.0,1.0,4.0,3.0,0.0,0.0,2.0,0.0,3.0,3.0,1.5,4.5,35.0,21.0,94.0,0.18,0.06,0.24,0.18,0.24,0.22,0.11,0.33,0.22,0.33,Matches,,,,,,,,30.0,13.0,43.3,0.1,15.2,236.0,133.0,72.0,8.0,321.0,171.0,99.0,11.0,73.5,77.8,72.7,72.7,3246.0,780.0,1.9,11.0,2.0,9.0,16.7,11.0,21.0,2.0,0.0,8.0,19.0,29.6,2022-2023,Angers,Ligue 1
11,Pierrick Capelle,fr FRA,"MF,DF",35,27,16,1484.0,16.5,0.0,3.0,3.0,0.0,0.0,0.0,8.0,0.0,1.5,1.5,1.2,2.7,16.0,66.0,40.0,0.0,0.18,0.18,0.0,0.18,0.1,0.07,0.17,0.1,0.17,Matches,,,,,,,,16.0,7.0,43.8,0.0,17.6,590.0,287.0,236.0,49.0,714.0,321.0,274.0,88.0,82.6,89.4,86.1,55.7,10044.0,2766.0,1.2,36.0,22.0,23.0,40.0,16.0,51.0,24.0,0.0,13.0,24.0,35.1,2022-2023,Angers,Ligue 1
12,Abdoulaye Bamba,ci CIV,DF,32,22,13,1484.0,16.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.3,0.3,8.0,36.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches,,,,,,,,0.0,0.0,,,,619.0,248.0,302.0,53.0,721.0,266.0,341.0,81.0,85.9,93.2,88.6,65.4,10973.0,3954.0,0.6,22.0,16.0,13.0,84.2,18.0,40.0,38.0,0.0,17.0,14.0,54.8,2022-2023,Angers,Ligue 1
13,Ibrahima Niane,sn SEN,FW,23,17,16,1226.0,13.6,2.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,3.4,3.4,0.5,3.9,11.0,24.0,57.0,0.15,0.0,0.15,0.15,0.15,0.27,0.04,0.31,0.27,0.31,Matches,,,,,,,,30.0,12.0,40.0,0.07,13.7,175.0,93.0,55.0,10.0,232.0,119.0,72.0,13.0,75.4,78.2,76.4,76.9,2553.0,471.0,0.6,6.0,1.0,2.0,16.7,1.0,7.0,9.0,0.0,23.0,50.0,31.5,2022-2023,Angers,Ligue 1
14,Sada Thioub,sn SEN,"DF,FW",27,30,13,1213.0,13.5,1.0,2.0,3.0,1.0,0.0,0.0,3.0,0.0,1.4,1.4,1.9,3.3,23.0,57.0,78.0,0.07,0.15,0.22,0.07,0.22,0.11,0.16,0.28,0.11,0.28,Matches,,,,,,,,13.0,3.0,23.1,0.08,14.0,427.0,230.0,153.0,24.0,533.0,263.0,188.0,43.0,80.1,87.5,81.4,55.8,6580.0,2287.0,1.9,19.0,8.0,12.0,47.1,9.0,26.0,5.0,1.0,4.0,14.0,22.2,2022-2023,Angers,Ligue 1
15,Azzedine Ounahi,ma MAR,"MF,FW",22,15,13,1129.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.8,1.8,1.6,3.4,53.0,87.0,77.0,0.0,0.0,0.0,0.0,0.0,0.14,0.12,0.27,0.14,0.27,Matches,,,,,,,,23.0,6.0,26.1,0.0,19.8,542.0,286.0,184.0,50.0,630.0,314.0,210.0,70.0,86.0,91.1,87.6,71.4,8826.0,2723.0,1.8,19.0,10.0,8.0,50.0,15.0,34.0,4.0,1.0,5.0,12.0,29.4,2022-2023,Angers,Ligue 1
16,Yahia Fofana,ci CIV,GK,21,11,11,990.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,19.0,54.0,35.0,66.7,50.0,1.0,9.1,0.0,0.0,,,,227.0,42.0,112.0,71.0,325.0,42.0,113.0,168.0,69.8,100.0,99.1,42.3,6001.0,4360.0,0.0,0.0,0.0,0.0,,1.0,1.0,4.0,1.0,5.0,0.0,100.0,2022-2023,Angers,Ligue 1
17,Farid El Melali,dz ALG,"DF,FW",25,18,10,884.0,9.8,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.1,1.1,0.2,1.3,42.0,24.0,54.0,0.0,0.0,0.0,0.0,0.0,0.12,0.02,0.14,0.12,0.14,Matches,,,,,,,,13.0,4.0,30.8,0.0,18.8,196.0,95.0,80.0,15.0,282.0,125.0,107.0,27.0,69.5,76.0,74.8,55.6,3348.0,952.0,0.3,21.0,11.0,15.0,50.0,8.0,29.0,7.0,0.0,2.0,9.0,18.2,2022-2023,Angers,Ligue 1
18,Sofiane Boufal,ma MAR,"FW,MF",28,13,9,834.0,9.3,4.0,3.0,7.0,2.0,2.0,2.0,3.0,1.0,3.6,2.1,2.9,5.0,49.0,56.0,94.0,0.43,0.32,0.76,0.22,0.54,0.39,0.32,0.71,0.22,0.54,Matches,,,,,,,,21.0,9.0,42.9,0.1,20.8,370.0,203.0,124.0,25.0,487.0,239.0,161.0,50.0,76.0,84.9,77.0,50.0,5643.0,1574.0,1.7,14.0,3.0,9.0,21.4,5.0,19.0,1.0,0.0,1.0,9.0,10.0,2022-2023,Angers,Ligue 1
19,Ousmane Camara,fr FRA,DF,19,12,9,821.0,9.1,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.2,0.2,0.0,0.2,3.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.03,0.03,0.03,Matches,,,,,,,,3.0,1.0,33.3,0.0,6.5,330.0,105.0,179.0,39.0,363.0,112.0,190.0,49.0,90.9,93.8,94.2,79.6,6431.0,2134.0,0.0,10.0,5.0,8.0,41.7,12.0,21.0,15.0,0.0,10.0,4.0,71.4,2022-2023,Angers,Ligue 1
20,Halid Šabanović,ba BIH,DF,22,17,10,773.0,8.6,2.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0.9,0.9,0.0,1.0,5.0,20.0,30.0,0.23,0.0,0.23,0.23,0.23,0.13,0.01,0.14,0.13,0.14,Matches,,,,,,,,5.0,3.0,60.0,0.4,17.1,228.0,135.0,69.0,12.0,280.0,147.0,93.0,22.0,81.4,91.8,74.2,54.5,3332.0,1097.0,0.1,8.0,6.0,7.0,75.0,8.0,16.0,12.0,0.0,4.0,4.0,50.0,2022-2023,Angers,Ligue 1
21,Faouzi Ghoulam,dz ALG,DF,31,8,7,569.0,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.8,0.8,4.0,19.0,20.0,0.0,0.0,0.0,0.0,0.0,0.01,0.14,0.16,0.01,0.16,Matches,,,,,,,,1.0,0.0,0.0,0.0,24.4,233.0,101.0,97.0,31.0,329.0,114.0,128.0,71.0,70.8,88.6,75.8,43.7,4360.0,1945.0,0.5,3.0,3.0,4.0,60.0,5.0,7.0,12.0,1.0,9.0,6.0,60.0,2022-2023,Angers,Ligue 1
22,Justin-Noël Kalumba,fr FRA,DF,17,7,7,546.0,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,9.0,10.0,31.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.03,0.01,0.03,Matches,,,,,,,,2.0,0.0,0.0,0.0,24.4,131.0,79.0,45.0,3.0,164.0,87.0,58.0,6.0,79.9,90.8,77.6,50.0,1867.0,498.0,0.9,9.0,5.0,5.0,31.3,4.0,13.0,5.0,0.0,0.0,4.0,0.0,2022-2023,Angers,Ligue 1
23,Lois Diony,fr FRA,FW,29,11,5,506.0,5.6,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.2,2.2,0.3,2.5,14.0,11.0,64.0,0.18,0.0,0.18,0.18,0.18,0.39,0.06,0.45,0.39,0.45,Matches,,,,,,,,12.0,3.0,25.0,0.08,14.5,109.0,72.0,17.0,1.0,142.0,82.0,25.0,3.0,76.8,87.8,68.0,33.3,1202.0,221.0,0.2,1.0,1.0,0.0,33.3,0.0,1.0,1.0,0.0,19.0,21.0,47.5,2022-2023,Angers,Ligue 1
24,Ibrahim Amadou,fr FRA,"DF,MF",29,8,4,436.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.1,0.1,0.1,0.1,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.03,0.01,0.03,Matches,,,,,,,,2.0,0.0,0.0,0.0,24.4,161.0,51.0,93.0,13.0,190.0,56.0,99.0,25.0,84.7,91.1,93.9,52.0,3021.0,1234.0,0.0,10.0,7.0,7.0,63.6,10.0,20.0,20.0,0.0,6.0,5.0,54.5,2022-2023,Angers,Ligue 1
25,Jean Mattéo Bahoya,fr FRA,"FW,MF",17,11,2,312.0,3.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.4,0.9,9.0,3.0,20.0,0.0,0.0,0.0,0.0,0.0,0.17,0.12,0.29,0.17,0.29,Matches,,,,,,,,4.0,0.0,0.0,0.0,15.4,69.0,39.0,23.0,3.0,82.0,45.0,28.0,4.0,84.1,86.7,82.1,75.0,956.0,120.0,0.1,7.0,4.0,3.0,57.1,0.0,7.0,0.0,0.0,2.0,5.0,28.6,2022-2023,Angers,Ligue 1
26,Lilian Raolisoa,fr FRA,"DF,MF",22,8,1,242.0,2.7,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.2,0.2,0.8,1.0,5.0,10.0,16.0,0.37,0.0,0.37,0.37,0.37,0.09,0.41,0.5,0.09,0.5,Matches,,,,,,,,3.0,2.0,66.7,0.33,18.7,98.0,48.0,38.0,9.0,119.0,51.0,49.0,15.0,82.4,94.1,77.6,60.0,1631.0,387.0,0.5,11.0,7.0,11.0,70.0,5.0,14.0,5.0,0.0,1.0,0.0,100.0,2022-2023,Angers,Ligue 1
27,Ilyes Cheti,dz ALG,DF,27,6,2,207.0,2.3,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0.2,2.0,4.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.07,0.0,0.07,Matches,,,,,,,,0.0,0.0,,,,102.0,50.0,37.0,10.0,118.0,56.0,40.0,15.0,86.4,89.3,92.5,66.7,1692.0,467.0,0.0,6.0,5.0,4.0,62.5,4.0,10.0,7.0,0.0,0.0,0.0,,2022-2023,Angers,Ligue 1
28,Waniss Taibi,fr FRA,MF,20,12,1,205.0,2.3,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3,0.3,0.1,0.4,8.0,16.0,7.0,0.0,0.44,0.44,0.0,0.44,0.15,0.03,0.18,0.15,0.18,Matches,,,,,,,,2.0,0.0,0.0,0.0,6.5,134.0,68.0,56.0,4.0,150.0,77.0,58.0,5.0,89.3,88.3,96.6,80.0,2006.0,531.0,0.3,9.0,2.0,6.0,50.0,3.0,11.0,2.0,0.0,2.0,5.0,28.6,2022-2023,Angers,Ligue 1
29,Zinédine Ould Khaled,fr FRA,"MF,FW",22,4,0,51.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,0.3,0.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.54,0.54,0.54,Matches,,,,,,,,1.0,1.0,100.0,0.0,2.8,34.0,21.0,12.0,1.0,36.0,21.0,12.0,1.0,94.4,100.0,100.0,100.0,514.0,128.0,0.0,1.0,0.0,1.0,0.0,2.0,3.0,0.0,0.0,1.0,2.0,33.3,2022-2023,Angers,Ligue 1
30,Marin Jakoliš,hr CRO,FW,25,1,0,28.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,2.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.39,0.39,0.39,Matches,,,,,,,,2.0,1.0,50.0,0.0,12.7,4.0,1.0,3.0,0.0,7.0,1.0,5.0,1.0,57.1,100.0,60.0,0.0,63.0,31.0,0.2,1.0,0.0,1.0,,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2022-2023,Angers,Ligue 1
31,Jason Mbock,fr FRA,"MF,FW",22,2,0,25.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.1,0.0,1.1,Matches,,,,,,,,0.0,0.0,,,,6.0,3.0,2.0,1.0,10.0,3.0,5.0,1.0,60.0,100.0,40.0,100.0,107.0,55.0,0.2,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,,2022-2023,Angers,Ligue 1
32,Antonin Bobichon,fr FRA,MF,26,3,0,18.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.3,2.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,0.28,1.01,1.3,0.28,1.3,Matches,,,,,,,,1.0,1.0,100.0,0.0,31.2,12.0,6.0,4.0,2.0,20.0,10.0,5.0,3.0,60.0,60.0,80.0,66.7,201.0,71.0,0.1,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2022-2023,Angers,Ligue 1
33,Demba N'Diaye,fr FRA,DF,16,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-2023,Angers,Ligue 1
34,Yacine Gaya,dz ALG,DF,17,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-2023,Angers,Ligue 1
35,Noah Guede-Nadje,fr FRA,MF,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-2023,Angers,Ligue 1
36,Théo Borne,fr FRA,GK,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-2023,Angers,Ligue 1
37,Yassin Belkhdim,fr FRA,MF,20,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-2023,Angers,Ligue 1
38,Salim Akkal,fr FRA,MF,22,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-2023,Angers,Ligue 1
39,Ismaël Dramé,fr FRA,DF,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2022-2023,Angers,Ligue 1
0,Kylian Mbappé,fr FRA,FW,22,46,44,3931.0,43.7,39.0,21.0,60.0,34.0,5.0,6.0,11.0,0.0,28.8,24.9,14.3,39.2,263.0,129.0,522.0,0.89,0.48,1.37,0.78,1.26,0.7,0.35,1.05,0.61,0.96,Matches,,,,,,,,184.0,80.0,43.5,0.18,16.5,1358.0,846.0,330.0,67.0,1709.0,975.0,413.0,112.0,79.5,86.8,79.9,59.8,18076.0,3516.0,10.4,12.0,7.0,10.0,41.2,7.0,18.0,14.0,0.0,6.0,16.0,27.3,2021-2022,Paris Saint Germain,Ligue 1
1,Marquinhos,br BRA,DF,27,40,40,3581.0,39.8,5.0,1.0,6.0,5.0,0.0,0.0,5.0,0.0,3.8,3.8,0.9,4.6,11.0,143.0,8.0,0.13,0.03,0.15,0.13,0.15,0.09,0.02,0.12,0.09,0.12,Matches,,,,,,,,21.0,7.0,33.3,0.24,10.1,2731.0,981.0,1426.0,281.0,2941.0,1015.0,1483.0,376.0,92.9,96.7,96.2,74.7,51878.0,18535.0,2.0,47.0,23.0,21.0,59.0,20.0,67.0,143.0,1.0,46.0,48.0,48.9,2021-2022,Paris Saint Germain,Ligue 1
