,Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,GA,SoTA,Saves,Save%,Save%,CS,CS%,Sh,SoT,SoT%,G/Sh,Dist,Cmp,Cmp,Cmp,Cmp,Att,Att,Att,Att,Cmp%,Cmp%,Cmp%,Cmp%,TotDist,PrgDist,xA,Tkl,Tkl,TklW,Tkl%,Int,Tkl+Int,Clr,Err,Won,Lost,Won%,Season,Team,Competition
2,Cheick Doucouré,ml MLI,MF,20,35,32,2780.0,30.9,4.0,1.0,5.0,4.0,0.0,0.0,8.0,0.0,1.3,1.3,1.1,2.4,45.0,179.0,44.0,0.13,0.03,0.16,0.13,0.16,0.05,0.04,0.08,0.05,0.08,Matches,,,,,,,,38.0,7.0,18.4,0.11,25.8,1252.0,552.0,523.0,138.0,1453.0,621.0,569.0,176.0,86.2,88.9,91.9,78.4,22108.0,5664.0,1.7,87.0,32.0,48.0,49.2,57.0,139.0,26.0,1.0,25.0,22.0,53.2,2020-2021,Lens,Ligue 1
3,Loïc Bade,fr FRA,DF,20,33,31,2778.0,30.9,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,1.0,1.0,0.3,1.3,42.0,113.0,2.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.05,0.03,0.05,Matches,,,,,,,,11.0,3.0,27.3,0.0,15.2,1672.0,453.0,995.0,207.0,1961.0,510.0,1089.0,320.0,85.3,88.8,91.4,64.7,34428.0,11940.0,0.5,57.0,30.0,35.0,54.5,83.0,131.0,135.0,2.0,112.0,62.0,64.4,2020-2021,Lens,Ligue 1
4,Jonathan Clauss,fr FRA,DF,27,34,31,2584.0,28.7,3.0,7.0,10.0,3.0,0.0,0.0,2.0,0.0,1.7,1.7,7.1,8.8,102.0,113.0,235.0,0.1,0.24,0.35,0.1,0.35,0.06,0.25,0.31,0.06,0.31,Matches,,,,,,,,36.0,13.0,36.1,0.08,22.6,988.0,449.0,421.0,94.0,1401.0,517.0,563.0,242.0,70.5,86.8,74.8,38.8,17096.0,5989.0,7.3,43.0,17.0,20.0,44.7,48.0,88.0,46.0,0.0,18.0,26.0,40.9,2020-2021,Lens,Ligue 1
5,Florian Sotoca,fr FRA,FW,29,35,28,2442.0,27.1,8.0,3.0,11.0,6.0,2.0,2.0,7.0,0.0,10.2,8.6,3.9,12.6,43.0,81.0,231.0,0.29,0.11,0.41,0.22,0.33,0.38,0.15,0.53,0.32,0.47,Matches,,,,,,,,70.0,17.0,24.3,0.09,13.9,656.0,322.0,235.0,64.0,938.0,425.0,316.0,94.0,69.9,75.8,74.4,68.1,10904.0,1996.0,3.1,31.0,6.0,20.0,27.3,9.0,40.0,24.0,0.0,89.0,112.0,44.3,2020-2021,Lens,Ligue 1
6,Seko Fofana,ci CIV,MF,25,32,26,2426.0,27.0,2.0,3.0,5.0,2.0,0.0,0.0,2.0,0.0,2.9,2.9,2.3,5.3,75.0,120.0,126.0,0.07,0.11,0.19,0.07,0.19,0.11,0.09,0.2,0.11,0.2,Matches,,,,,,,,42.0,13.0,31.0,0.05,20.3,1049.0,556.0,387.0,66.0,1218.0,611.0,435.0,89.0,86.1,91.0,89.0,74.2,16279.0,3068.0,1.5,16.0,4.0,9.0,15.4,37.0,50.0,23.0,1.0,22.0,10.0,68.8,2020-2021,Lens,Ligue 1
7,Gaël Kakuta,cd COD,"MF,FW",29,36,30,2411.0,26.8,11.0,5.0,16.0,4.0,7.0,9.0,3.0,0.0,11.1,4.0,6.6,10.6,48.0,147.0,123.0,0.41,0.19,0.6,0.15,0.34,0.42,0.25,0.66,0.15,0.4,Matches,,,,,,,,43.0,8.0,18.6,0.09,27.7,819.0,434.0,267.0,69.0,1157.0,525.0,356.0,154.0,70.8,82.7,75.0,44.8,12737.0,4321.0,4.9,38.0,8.0,23.0,18.2,17.0,55.0,4.0,0.0,21.0,51.0,29.2,2020-2021,Lens,Ligue 1
8,Yannick Cahuzac,fr FRA,MF,35,31,27,2342.0,26.0,1.0,0.0,1.0,1.0,0.0,0.0,9.0,0.0,1.4,1.4,0.6,2.0,28.0,100.0,50.0,0.04,0.0,0.04,0.04,0.04,0.06,0.02,0.08,0.06,0.08,Matches,,,,,,,,9.0,2.0,22.2,0.11,9.8,730.0,347.0,318.0,45.0,885.0,399.0,369.0,73.0,82.5,87.0,86.2,61.6,11875.0,2986.0,1.1,26.0,9.0,13.0,33.3,36.0,59.0,72.0,0.0,30.0,26.0,53.6,2020-2021,Lens,Ligue 1
9,Massadio Haïdara,ml MLI,DF,27,26,24,2149.0,23.9,2.0,1.0,3.0,2.0,0.0,0.0,6.0,0.0,2.1,2.1,1.8,3.9,56.0,107.0,90.0,0.08,0.04,0.13,0.08,0.13,0.09,0.07,0.16,0.09,0.16,Matches,,,,,,,,13.0,4.0,30.8,0.15,12.2,1006.0,485.0,407.0,88.0,1239.0,551.0,477.0,146.0,81.2,88.0,85.3,60.3,17133.0,6201.0,1.6,48.0,23.0,32.0,62.2,35.0,83.0,60.0,0.0,42.0,27.0,60.9,2020-2021,Lens,Ligue 1
10,Facundo Medina,ar ARG,DF,21,26,24,2109.0,23.4,3.0,0.0,3.0,3.0,0.0,0.0,12.0,0.0,1.2,1.2,0.5,1.7,24.0,133.0,6.0,0.13,0.0,0.13,0.13,0.13,0.05,0.02,0.08,0.05,0.08,Matches,,,,,,,,11.0,5.0,45.5,0.27,12.1,1353.0,527.0,649.0,161.0,1580.0,571.0,707.0,239.0,85.6,92.3,91.8,67.4,25692.0,10704.0,0.5,39.0,24.0,23.0,63.2,44.0,78.0,51.0,3.0,25.0,29.0,46.3,2020-2021,Lens,Ligue 1
11,Steven Fortes,cv CPV,DF,28,20,18,1615.0,17.9,0.0,1.0,1.0,0.0,0.0,0.0,7.0,1.0,0.4,0.4,0.3,0.6,18.0,64.0,0.0,0.0,0.06,0.06,0.0,0.06,0.02,0.02,0.04,0.02,0.04,Matches,,,,,,,,6.0,1.0,16.7,0.0,17.4,814.0,244.0,459.0,104.0,937.0,272.0,504.0,145.0,86.9,89.7,91.1,71.7,16453.0,5904.0,0.2,33.0,16.0,20.0,72.7,31.0,60.0,52.0,0.0,36.0,22.0,62.1,2020-2021,Lens,Ligue 1
12,Simon Banza,cd COD,FW,23,35,13,1450.0,16.1,5.0,2.0,7.0,4.0,1.0,1.0,6.0,1.0,6.0,5.2,2.1,7.3,17.0,34.0,115.0,0.31,0.12,0.43,0.25,0.37,0.39,0.14,0.53,0.34,0.48,Matches,,,,,,,,34.0,12.0,35.3,0.12,13.8,228.0,117.0,83.0,13.0,321.0,159.0,101.0,21.0,71.0,73.6,82.2,61.9,3292.0,581.0,1.3,13.0,1.0,6.0,7.1,8.0,20.0,15.0,0.0,57.0,63.0,47.5,2020-2021,Lens,Ligue 1
13,Arnaud Kalimuendo,fr FRA,"FW,MF",18,30,14,1320.0,14.7,8.0,4.0,12.0,8.0,0.0,0.0,0.0,0.0,5.8,5.8,2.5,8.3,41.0,21.0,121.0,0.55,0.27,0.82,0.55,0.82,0.43,0.18,0.61,0.43,0.61,Matches,,,,,,,,33.0,18.0,54.5,0.24,13.9,222.0,127.0,76.0,7.0,291.0,154.0,96.0,11.0,76.3,82.5,79.2,63.6,3163.0,450.0,1.1,8.0,1.0,2.0,14.3,2.0,10.0,2.0,0.0,4.0,19.0,17.4,2020-2021,Lens,Ligue 1
14,Ignatius Ganago,cm CMR,FW,21,24,16,1304.0,14.5,7.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,7.8,7.8,1.3,9.1,27.0,13.0,107.0,0.48,0.0,0.48,0.48,0.48,0.54,0.09,0.63,0.54,0.63,Matches,,,,,,,,40.0,18.0,45.0,0.18,13.4,193.0,115.0,61.0,5.0,280.0,153.0,86.0,12.0,68.9,75.2,70.9,41.7,2503.0,251.0,1.0,4.0,3.0,3.0,25.0,6.0,10.0,3.0,0.0,21.0,30.0,41.2,2020-2021,Lens,Ligue 1
15,Clément Michelin,fr FRA,DF,23,28,14,1271.0,14.1,0.0,4.0,4.0,0.0,0.0,0.0,3.0,2.0,0.4,0.4,3.7,4.1,18.0,27.0,64.0,0.0,0.28,0.28,0.0,0.28,0.03,0.29,0.32,0.03,0.32,Matches,,,,,,,,11.0,2.0,18.2,0.0,28.9,480.0,188.0,226.0,55.0,681.0,227.0,277.0,131.0,70.5,82.8,81.6,42.0,9126.0,3243.0,2.5,25.0,9.0,21.0,56.3,28.0,50.0,32.0,0.0,25.0,20.0,55.6,2020-2021,Lens,Ligue 1
16,Issiaga Sylla,gn GUI,"DF,MF",26,21,14,1206.0,13.4,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.6,1.6,0.9,2.5,32.0,49.0,84.0,0.07,0.0,0.07,0.07,0.07,0.13,0.07,0.2,0.13,0.2,Matches,,,,,,,,10.0,2.0,20.0,0.1,10.4,518.0,266.0,212.0,33.0,681.0,318.0,266.0,61.0,76.1,83.6,79.7,54.1,8383.0,2982.0,1.1,28.0,11.0,20.0,52.4,20.0,44.0,21.0,0.0,27.0,19.0,58.7,2020-2021,Lens,Ligue 1
17,Ismaëlben Boura,km COM,DF,19,20,9,889.0,9.9,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.7,0.9,30.0,34.0,56.0,0.0,0.1,0.1,0.0,0.1,0.01,0.08,0.09,0.01,0.09,Matches,,,,,,,,3.0,0.0,0.0,0.0,19.0,372.0,192.0,141.0,28.0,484.0,215.0,183.0,55.0,76.9,89.3,77.0,50.9,6068.0,1867.0,1.3,11.0,3.0,7.0,33.3,24.0,32.0,12.0,0.0,12.0,10.0,54.5,2020-2021,Lens,Ligue 1
18,Corentin Jean,fr FRA,"FW,MF",25,25,8,731.0,8.1,3.0,3.0,6.0,3.0,0.0,0.0,3.0,0.0,1.7,1.7,0.5,2.2,9.0,9.0,55.0,0.37,0.37,0.74,0.37,0.74,0.26,0.08,0.34,0.26,0.34,Matches,,,,,,,,27.0,14.0,51.9,0.11,19.7,124.0,74.0,34.0,9.0,168.0,82.0,50.0,16.0,73.8,90.2,68.0,56.3,1772.0,396.0,0.7,4.0,0.0,3.0,0.0,3.0,6.0,2.0,0.0,5.0,17.0,22.7,2020-2021,Lens,Ligue 1
19,Tony Mauricio,fr FRA,MF,26,28,3,592.0,6.6,0.0,4.0,4.0,0.0,0.0,0.0,3.0,0.0,0.4,0.4,1.5,1.9,10.0,33.0,25.0,0.0,0.61,0.61,0.0,0.61,0.08,0.26,0.34,0.08,0.34,Matches,,,,,,,,15.0,2.0,13.3,0.0,27.4,256.0,116.0,96.0,35.0,324.0,127.0,116.0,58.0,79.0,91.3,82.8,60.3,4623.0,1250.0,1.0,19.0,11.0,15.0,64.7,4.0,22.0,4.0,0.0,2.0,5.0,28.6,2020-2021,Lens,Ligue 1
20,Wuilker Faríñez,ve VEN,GK,22,5,3,287.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,8.0,21.0,13.0,66.7,0.0,0.0,0.0,0.0,0.0,,,,18.0,7.0,4.0,6.0,28.0,7.0,4.0,16.0,64.3,100.0,100.0,37.5,431.0,289.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,0.0,,2020-2021,Lens,Ligue 1
21,David Pereira da Costa,pt POR,"MF,FW",19,9,2,231.0,2.6,1.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.4,0.4,0.1,0.6,4.0,4.0,6.0,0.39,0.39,0.78,0.39,0.78,0.27,0.06,0.33,0.27,0.33,Matches,,,,,,,,3.0,1.0,33.3,0.33,19.4,36.0,16.0,13.0,5.0,46.0,18.0,15.0,9.0,78.3,88.9,86.7,55.6,593.0,165.0,0.2,4.0,2.0,4.0,66.7,2.0,4.0,4.0,0.0,0.0,0.0,,2020-2021,Lens,Ligue 1
22,Manuel Perez,fr FRA,"MF,FW",29,4,1,128.0,1.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.0,0.1,1.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.04,0.04,0.04,Matches,,,,,,,,1.0,0.0,0.0,0.0,26.0,37.0,17.0,15.0,5.0,43.0,19.0,16.0,6.0,86.0,89.5,93.8,83.3,689.0,183.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,2.0,0.0,2.0,2.0,50.0,2020-2021,Lens,Ligue 1
23,Aleksandar Radovanović,rs SRB,DF,26,1,1,90.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,0.0,0.0,,,,31.0,9.0,17.0,5.0,45.0,14.0,22.0,8.0,68.9,64.3,77.3,62.5,632.0,191.0,0.0,1.0,0.0,1.0,,0.0,1.0,2.0,0.0,3.0,0.0,100.0,2020-2021,Lens,Ligue 1
24,Cheick Traoré,ml MLI,DF,25,2,0,39.0,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,0.0,0.0,,,,16.0,8.0,6.0,1.0,26.0,10.0,11.0,4.0,61.5,80.0,54.5,25.0,257.0,123.0,0.0,2.0,2.0,2.0,50.0,2.0,4.0,1.0,0.0,2.0,1.0,66.7,2020-2021,Lens,Ligue 1
25,Adrien Louveau,fr FRA,MF,20,1,0,8.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,0.0,0.0,,,,4.0,2.0,2.0,0.0,4.0,2.0,2.0,0.0,100.0,100.0,100.0,,69.0,11.0,0.0,0.0,0.0,0.0,,0.0,0.0,1.0,0.0,0.0,3.0,0.0,2020-2021,Lens,Ligue 1
26,Ansou Sow,sn SEN,MF,20,1,0,6.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,,,,,,,,0.0,0.0,,,,1.0,1.0,0.0,0.0,2.0,2.0,0.0,0.0,50.0,50.0,,,11.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,1.0,0.0,100.0,2020-2021,Lens,Ligue 1
27,Gaëtan Robail,fr FRA,"FW,MF",26,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021,Lens,Ligue 1
28,Yann Kembo Diantela,fr FRA,MF,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021,Lens,Ligue 1
29,Cyrille Bayala,bf BFA,"FW,MF",24,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021,Lens,Ligue 1
30,Charles Boli,fr FRA,MF,21,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021,Lens,Ligue 1
31,Jonathan Varane,fr FRA,MF,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021,Lens,Ligue 1
32,Boubakar Camara,fr FRA,FW,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021,Lens,Ligue 1
33,Zakaria Diallo,fr FRA,DF,33,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021,Lens,Ligue 1
34,Adam Oudjani,dz ALG,MF,18,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021,Lens,Ligue 1
35,Yannick Pandor,km COM,GK,19,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2020-2021,Lens,Ligue 1
0,Daniel Congré,fr FRA,DF,35,43,42,3686.0,41.0,2.0,0.0,2.0,2.0,0.0,0.0,4.0,0.0,1.3,1.3,0.2,1.5,26.0,101.0,4.0,0.05,0.0,0.05,0.05,0.05,0.03,0.01,0.04,0.03,0.04,Matches,,,,,,,,16.0,3.0,18.8,0.13,8.5,1314.0,426.0,685.0,191.0,1521.0,472.0,753.0,267.0,86.4,90.3,91.0,71.5,26567.0,11032.0,0.9,59.0,36.0,38.0,51.4,80.0,128.0,144.0,3.0,71.0,41.0,63.4,2020-2021,Montpellier,Ligue 1
1,Gaëtan Laborde,fr FRA,"FW,MF",26,43,41,3583.0,39.8,18.0,9.0,27.0,18.0,0.0,0.0,3.0,0.0,11.4,11.2,4.6,15.8,81.0,71.0,237.0,0.45,0.23,0.68,0.45,0.68,0.31,0.13,0.44,0.31,0.44,Matches,,,,,,,,109.0,45.0,41.3,0.17,12.9,575.0,352.0,167.0,21.0,902.0,485.0,256.0,54.0,63.7,72.6,65.2,38.9,7721.0,1924.0,4.2,43.0,16.0,24.0,26.7,19.0,59.0,25.0,1.0,134.0,127.0,51.3,2020-2021,Montpellier,Ligue 1
2,Jordan Ferri,fr FRA,MF,28,38,35,2850.0,31.7,1.0,5.0,6.0,1.0,0.0,0.0,7.0,0.0,0.1,0.1,1.7,1.9,36.0,192.0,41.0,0.03,0.16,0.19,0.03,0.19,0.0,0.06,0.06,0.0,0.06,Matches,,,,,,,,5.0,3.0,60.0,0.2,23.6,1396.0,522.0,637.0,214.0,1646.0,582.0,706.0,282.0,84.8,89.7,90.2,75.9,27333.0,7949.0,1.8,58.0,31.0,45.0,30.1,9.0,66.0,18.0,1.0,20.0,24.0,45.5,2020-2021,Montpellier,Ligue 1
3,Andy Delort,dz ALG,FW,28,34,34,2839.0,31.5,19.0,9.0,28.0,18.0,1.0,2.0,4.0,0.0,12.8,12.0,6.3,18.3,48.0,70.0,210.0,0.6,0.29,0.89,0.57,0.86,0.46,0.23,0.69,0.43,0.66,Matches,,,,,,,,101.0,40.0,39.6,0.18,16.7,530.0,281.0,162.0,58.0,905.0,402.0,295.0,104.0,58.6,69.9,54.9,55.8,8561.0,2293.0,6.0,12.0,8.0,9.0,44.4,4.0,16.0,34.0,0.0,135.0,110.0,55.1,2020-2021,Montpellier,Ligue 1
4,Junior Sambia,fr FRA,"DF,MF",23,40,28,2703.0,30.0,1.0,6.0,7.0,1.0,0.0,0.0,3.0,0.0,1.0,1.0,2.8,3.8,61.0,118.0,122.0,0.03,0.2,0.23,0.03,0.23,0.04,0.1,0.14,0.04,0.14,Matches,,,,,,,,21.0,7.0,33.3,0.05,22.5,1021.0,540.0,362.0,99.0,1322.0,609.0,473.0,173.0,77.2,88.7,76.5,57.2,17044.0,7036.0,2.8,41.0,26.0,32.0,68.4,42.0,80.0,46.0,0.0,41.0,35.0,53.9,2020-2021,Montpellier,Ligue 1
5,Jonas Omlin,ch SUI,GK,26,31,31,2673.0,29.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,51.0,155.0,106.0,74.2,0.0,2.0,6.5,0.0,0.0,,,,707.0,76.0,331.0,299.0,985.0,76.0,337.0,567.0,71.8,100.0,98.2,52.7,22691.0,17861.0,0.0,1.0,1.0,1.0,25.0,0.0,1.0,9.0,1.0,7.0,0.0,100.0,2020-2021,Montpellier,Ligue 1
6,Florent Mollet,fr FRA,MF,28,38,34,2613.0,29.0,4.0,5.0,9.0,4.0,0.0,0.0,6.0,2.0,4.2,4.2,3.4,7.6,48.0,143.0,127.0,0.14,0.17,0.31,0.14,0.31,0.16,0.13,0.29,0.16,0.29,Matches,,,,,,,,55.0,18.0,32.7,0.07,20.8,1041.0,489.0,380.0,126.0,1256.0,540.0,436.0,201.0,82.9,90.6,87.2,62.7,18097.0,4580.0,3.5,20.0,12.0,18.0,25.5,36.0,52.0,9.0,1.0,11.0,29.0,27.5,2020-2021,Montpellier,Ligue 1
7,Mihailo Ristić,rs SRB,DF,24,38,28,2515.0,27.9,0.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,0.7,0.7,1.7,2.4,66.0,79.0,113.0,0.0,0.07,0.07,0.0,0.07,0.03,0.07,0.1,0.03,0.1,Matches,,,,,,,,23.0,7.0,30.4,0.0,22.6,960.0,401.0,399.0,134.0,1265.0,450.0,517.0,230.0,75.9,89.1,77.2,58.3,17839.0,6740.0,2.0,45.0,28.0,25.0,63.6,29.0,71.0,57.0,0.0,24.0,28.0,46.2,2020-2021,Montpellier,Ligue 1
8,Vitorino Hilton,br BRA,DF,42,34,28,2445.0,27.2,0.0,1.0,1.0,0.0,0.0,0.0,4.0,3.0,1.2,1.2,0.3,1.5,3.0,59.0,4.0,0.0,0.04,0.04,0.0,0.04,0.05,0.01,0.06,0.05,0.06,Matches,,,,,,,,15.0,3.0,20.0,0.0,9.1,868.0,171.0,469.0,221.0,1069.0,192.0,517.0,329.0,81.2,89.1,90.7,67.2,20759.0,9294.0,0.2,15.0,3.0,11.0,21.4,40.0,53.0,104.0,3.0,44.0,29.0,60.3,2020-2021,Montpellier,Ligue 1
9,Téji Savanier,fr FRA,MF,28,31,28,2424.0,26.9,5.0,7.0,12.0,3.0,2.0,4.0,7.0,1.0,5.9,2.8,6.8,9.6,46.0,171.0,76.0,0.19,0.26,0.45,0.11,0.37,0.25,0.28,0.53,0.12,0.4,Matches,,,,,,,,59.0,20.0,33.9,0.05,26.4,864.0,329.0,296.0,201.0,1256.0,411.0,397.0,367.0,68.8,80.0,74.6,54.8,17873.0,6250.0,6.1,49.0,22.0,35.0,30.1,45.0,87.0,15.0,0.0,18.0,21.0,46.2,2020-2021,Montpellier,Ligue 1
10,Stephy Mavididi,eng ENG,"FW,MF",22,40,26,2341.0,26.0,9.0,0.0,9.0,9.0,0.0,0.0,3.0,0.0,5.6,5.6,1.2,6.8,76.0,23.0,140.0,0.35,0.0,0.35,0.35,0.35,0.25,0.05,0.3,0.25,0.3,Matches,,,,,,,,35.0,18.0,51.4,0.26,13.9,377.0,243.0,96.0,15.0,494.0,277.0,125.0,26.0,76.3,87.7,76.8,57.7,4911.0,755.0,0.7,18.0,8.0,5.0,34.8,14.0,32.0,6.0,0.0,12.0,43.0,21.8,2020-2021,Montpellier,Ligue 1
11,Pedro Mendes,pt POR,DF,29,24,21,1806.0,20.1,2.0,0.0,2.0,2.0,0.0,0.0,6.0,0.0,1.3,1.3,0.6,1.9,8.0,48.0,1.0,0.1,0.0,0.1,0.1,0.1,0.07,0.03,0.1,0.07,0.1,Matches,,,,,,,,8.0,2.0,25.0,0.25,14.5,677.0,175.0,367.0,122.0,806.0,189.0,398.0,193.0,84.0,92.6,92.2,63.2,14679.0,5564.0,0.4,21.0,14.0,20.0,66.7,40.0,55.0,58.0,0.0,28.0,31.0,47.5,2020-2021,Montpellier,Ligue 1
12,Nicolas Cozza,fr FRA,DF,21,23,18,1639.0,18.2,0.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.3,0.3,0.4,0.7,25.0,42.0,27.0,0.0,0.05,0.05,0.0,0.05,0.02,0.03,0.05,0.02,0.05,Matches,,,,,,,,2.0,0.0,0.0,0.0,6.4,475.0,198.0,219.0,49.0,603.0,217.0,264.0,86.0,78.8,91.2,83.0,57.0,8566.0,3905.0,0.2,39.0,20.0,37.0,50.0,38.0,65.0,62.0,0.0,15.0,22.0,40.5,2020-2021,Montpellier,Ligue 1
13,Arnaud Souquet,fr FRA,DF,28,27,18,1523.0,16.9,1.0,1.0,2.0,1.0,0.0,0.0,5.0,0.0,0.2,0.2,0.5,0.7,34.0,52.0,61.0,0.06,0.06,0.12,0.06,0.12,0.02,0.04,0.05,0.02,0.05,Matches,,,,,,,,7.0,2.0,28.6,0.14,23.0,469.0,244.0,185.0,29.0,644.0,279.0,241.0,66.0,72.8,87.5,76.8,43.9,7348.0,3448.0,1.0,50.0,27.0,39.0,56.3,23.0,67.0,34.0,0.0,7.0,22.0,24.1,2020-2021,Montpellier,Ligue 1
14,Damien Le Tallec,fr FRA,"MF,DF",30,27,15,1485.0,16.5,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,1.5,1.5,0.6,2.1,8.0,46.0,8.0,0.0,0.0,0.0,0.0,0.0,0.11,0.04,0.15,0.11,0.15,Matches,,,,,,,,14.0,3.0,21.4,0.0,11.0,345.0,129.0,148.0,65.0,438.0,158.0,179.0,85.0,78.8,81.6,82.7,76.5,6993.0,2026.0,0.6,16.0,10.0,13.0,33.3,32.0,41.0,21.0,2.0,27.0,19.0,58.7,2020-2021,Montpellier,Ligue 1
15,Joris Chotard,fr FRA,MF,18,33,13,1353.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,0.5,0.7,1.2,5.0,31.0,21.0,0.0,0.0,0.0,0.0,0.0,0.04,0.05,0.09,0.04,0.09,Matches,,,,,,,,9.0,3.0,33.3,0.0,17.7,267.0,119.0,101.0,41.0,366.0,141.0,130.0,72.0,73.0,84.4,77.7,56.9,5028.0,1810.0,0.7,12.0,6.0,8.0,19.4,15.0,23.0,15.0,0.0,10.0,9.0,52.6,2020-2021,Montpellier,Ligue 1
16,Dimitry Bertaud,cd COD,GK,22,14,12,1225.0,13.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,15.0,58.0,44.0,77.6,0.0,5.0,41.7,0.0,0.0,,,,217.0,17.0,70.0,130.0,312.0,17.0,71.0,223.0,69.6,100.0,98.6,58.3,8283.0,6744.0,0.0,0.0,0.0,0.0,,1.0,1.0,2.0,0.0,3.0,0.0,100.0,2020-2021,Montpellier,Ligue 1
17,Elye Wahi,fr FRA,FW,17,22,5,768.0,8.5,3.0,1.0,4.0,3.0,0.0,0.0,1.0,0.0,2.5,2.5,0.4,2.8,16.0,6.0,44.0,0.35,0.12,0.47,0.35,0.47,0.4,0.06,0.45,0.4,0.45,Matches,,,,,,,,19.0,12.0,63.2,0.16,9.3,69.0,46.0,15.0,3.0,105.0,61.0,22.0,6.0,65.7,75.4,68.2,50.0,840.0,149.0,0.3,4.0,1.0,5.0,16.7,5.0,6.0,5.0,0.0,10.0,13.0,43.5,2020-2021,Montpellier,Ligue 1
